EBA,spei,BA,year
0.00203153520822525,-0.054619560809918095,0.0025,2000
0.043438401222229,-0.24365301067096307,0.045,2000
0.3066558265686035,-0.2361073608376581,0.315,2000
0.1633504104614258,-0.18134966079578232,0.2,2000
0.14052652359008788,-0.17082295924215884,0.18,2000
0.1385313606262207,-0.45841252657617876,0.16,2000
0.2366611671447754,-0.4858428126485132,0.28,2000
0.18732770919799804,-0.4460667183913176,0.2475,2000
0.08951388359069824,-0.45678514538241155,0.1225,2000
0.2571118354797363,-0.504141517442073,0.305,2000
0.5619448089599609,-0.5156628385707253,0.7325,2000
0.20421133041381836,-0.5283288662830866,0.265,2000
0.0033663061261177065,0.3250033785970215,0.0075,2000
0.0089064884185791,0.08136932599905024,0.01,2000
0.004998453855514526,-0.1917936689324347,0.005,2000
0.13745966911315918,-0.17091142467322668,0.14,2000
0.025416443347930907,-0.45783527302474797,0.0325,2000
0.6300608825683593,-0.47639847521226864,0.865,2000
0.2816668128967285,-0.49312362941213406,0.39,2000
0.010994440317153931,-0.4485180433384081,0.0275,2000
0.0042018923163414,-0.42387785572736797,0.0075,2000
0.004463726282119751,-0.4406041396817056,0.0075,2000
0.012222691774368286,-0.4492578983414119,0.02,2000
0.09551774024963379,-0.3967602370966205,0.2025,2000
0.07607850551605225,-0.25349501706554173,0.0825,2000
0.23087018966674805,-0.398205689497834,0.265,2000
0.15048759460449218,-0.3936757356241252,0.2,2000
0.17624284744262694,-0.3814820867257019,0.245,2000
0.046534976959228515,-0.3779627486940565,0.06,2000
0.09115595817565918,-0.24962543777719823,0.095,2000
0.6055501937866211,-0.3999447809829629,0.695,2000
0.6389396667480469,-0.39844858899108815,0.6975,2000
0.053309264183044436,-0.4050902080021802,0.0875,2000
0.04496762752532959,-0.358974769691609,0.0675,2000
0.02059469938278198,-0.35818759241495896,0.0325,2000
0.0027692943811416628,-0.39009968761059216,0.01,2000
0.003508249819278717,-0.3813097362700589,0.0125,2000
0.003747551143169403,-0.327720558855409,0.0075,2000
0.0026540178060531616,-0.30130096135983575,0.0075,2000
0.0012586379051208495,-0.4381208133454284,0.01,2000
0.015000512599945068,-0.4215764120422518,0.0175,2000
0.22240367889404297,-0.4236118068907865,0.2875,2000
0.2314923858642578,-0.42608573351126705,0.2975,2000
0.27487430572509763,-0.42915161111363004,0.3525,2000
0.031437909603118895,-0.4283526463899713,0.0425,2000
0.019002063274383543,-0.2993196332001366,0.025,2000
0.01879360556602478,-0.2709081321074548,0.03,2000
0.013343479633331299,-0.0711086305751362,0.035,2000
0.048382744789123536,-0.4404048094781338,0.0575,2000
0.07028743267059326,-0.4415136681206208,0.0875,2000
0.04628541469573975,-0.44558006214604057,0.055,2000
0.031895442008972166,-0.45483819916127965,0.0325,2000
0.014292906522750854,-0.21893168350750086,0.0175,2000
0.004157109260559082,-0.18921082910833076,0.005,2000
0.004778788685798645,-0.1168075151082559,0.005,2000
0.011513254642486571,0.1355005304239762,0.015,2000
0.11018152236938476,-0.10601702133943336,0.14,2000
0.022547099590301514,-0.09120114871750107,0.0275,2000
0.05104080200195313,0.1682296218183379,0.08,2000
8.76219943165779e-05,-0.14944741311171722,0.0025,2000
0.0020928412675857546,1.05236522260816,0.0025,2000
0.0023359578847885133,1.0608700235730608,0.0025,2000
0.07797017097473144,-0.31242785650763366,0.085,2000
0.0026961535215377806,-0.18796779276680856,0.0075,2000
0.027166109085083007,-0.13868463405269635,0.045,2000
0.004572257399559021,-0.1354737475712182,0.01,2000
0.02656205177307129,0.2703159166625035,0.035,2000
0.1056478500366211,0.26496243106727857,0.16,2000
0.026722838878631593,-0.05118469794683668,0.055,2000
0.002700278162956238,-0.18480807752096912,0.01,2000
0.006754419803619385,-0.17689674539446207,0.0325,2000
0.003958802223205566,0.2550858359728377,0.0125,2000
0.03910789966583252,0.31540888173427806,0.08,2000
0.23157470703125,0.9048421133031811,0.27,2000
0.42173004150390625,0.86834725458701,0.495,2000
0.05674962520599365,0.8347711146411311,0.08,2000
0.010967391729354858,0.31706724849038126,0.02,2000
0.03013566493988037,0.2895890832299007,0.0775,2000
0.005931080579757691,0.2839663311936325,0.0075,2000
0.01664212942123413,-0.27821457251501724,0.0325,2000
0.027609567642211914,-0.32187715545837603,0.0575,2000
9.7194267436862e-05,-0.31938686601592586,0.0025,2000
0.23226640701293946,-0.07348444858696634,0.33,2000
0.29242040634155275,-0.0583093194846109,0.445,2000
0.019048662185668946,0.04527415116393014,0.05,2000
0.09062163352966308,0.0679062261217228,0.2425,2000
0.024082839488983154,0.09136207307917221,0.065,2000
0.12286684036254883,0.797873653588172,0.1525,2000
0.09871206283569336,0.7623962015272575,0.105,2000
0.0025,0.7128528493082485,0.0025,2000
0.006679298877716064,-0.2864773757241793,0.0075,2000
0.00782964050769806,-0.055353640211374,0.0125,2000
0.19507356643676757,-0.04513843498438663,0.29,2000
0.11443978309631347,-0.024293330319312086,0.145,2000
0.14346731185913086,-0.014185235741800226,0.2175,2000
0.004392355084419251,-0.05543023825103959,0.005,2000
0.004732086956501007,-0.045294887261675916,0.0075,2000
0.1507277774810791,0.007554703869912511,0.2075,2000
0.02924823045730591,0.019108369421070113,0.0425,2000
0.18685127258300782,-0.019395940393207262,0.29,2000
0.05497157573699951,-0.005115120898207521,0.09,2000
0.01622247099876404,0.16137711175648178,0.0175,2000
0.008304959535598755,0.7783246001556909,0.01,2000
0.20355398178100587,0.13979640474592955,0.2575,2000
0.005988392829895019,0.10922207975452831,0.0125,2000
0.006986624002456665,0.08894523182353528,0.0125,2000
0.008578545451164245,0.05934302513251571,0.01,2000
0.001822284609079361,0.17015019184091548,0.0025,2000
0.002248931527137756,0.09587890618236321,0.0025,2000
0.011937153339385987,-0.08488093328683106,0.015,2000
0.08627772331237793,-0.07595873835565747,0.0975,2000
0.025310096740722657,-0.0723312522476872,0.03,2000
0.0005422974750399589,0.2589132240078893,0.005,2000
0.11960688591003418,-0.13193718621221517,0.1375,2000
0.0799836540222168,-0.1258509664699722,0.095,2000
0.0352811861038208,1.387321651186849,0.0925,2000
0.029464459419250487,0.006991531082018364,0.1425,2000
0.1706439208984375,0.009138736601165645,0.6375,2000
0.08313505172729492,0.005947244112175477,0.3575,2000
0.10359658241271973,0.002177126774744322,0.4475,2000
0.010241411924362183,-0.003819278349625493,0.0275,2000
0.041252331733703615,-0.11660343176421284,0.055,2000
0.11028091430664062,0.36115549564897,0.3825,2000
0.0372402811050415,0.37391585804674554,0.305,2000
0.0003949703648686409,-0.03795275226311934,0.0125,2000
0.017832962274551393,0.025743075388967456,0.0675,2000
0.1644462203979492,0.017370010966162086,0.545,2000
0.3067816162109375,0.008352132375604329,0.9675,2000
0.13240222930908202,-0.002104960397973889,0.425,2000
0.004266015291213989,-0.12323659556736535,0.0075,2000
0.00964049220085144,-0.12962893448356333,0.0175,2000
0.013873143196105957,0.35227011950918063,0.05,2000
0.0023814673721790315,0.36507760528383054,0.045,2000
0.011927411556243897,-0.008067413110707657,0.15,2000
0.018496265411376955,-0.011916979284319038,0.1575,2000
0.0009233257174491882,-0.02474514575231947,0.005,2000
0.04781489849090576,-0.03348870123348987,0.3275,2000
0.010343738794326783,-0.05215727184244517,0.11,2000
0.05208498477935791,-0.22328655514626375,0.0625,2000
0.00761870265007019,-0.20218364806197656,0.01,2000
0.009781200885772705,-0.2198979976093237,0.01,2000
0.007345599532127381,0.12478761439385476,0.22,2000
0.0004433177784085274,0.15917984645643862,0.04,2000
0.023887245655059813,0.1528517432480369,0.72,2000
0.02478541135787964,0.14459192819570885,0.6125,2000
0.0018803054094314576,0.13627383179130553,0.03,2000
0.007466008067131043,-0.07867985936928402,0.09,2000
0.011021665334701537,-0.07298936579460176,0.155,2000
0.0023718073964118956,0.05999572829995264,0.005,2000
0.0003253825753927231,-0.19493430269148387,0.0025,2000
0.010107290744781495,0.3042067239704817,0.0225,2000
0.0038073921203613283,-0.07304003143147705,0.0125,2000
0.0213449764251709,0.02911319841944412,0.035,2000
0.0004641076549887657,-0.0362788959271657,0.0025,2000
0.05378835201263428,0.0485183065393961,0.095,2000
0.09181063652038574,0.07897253242905698,0.14,2000
0.03756105184555054,0.24551257328895543,0.0775,2000
0.05039178848266602,0.24982866549977675,0.11,2000
0.0003307730704545975,0.3170794645366614,0.005,2000
0.031613435745239254,0.02667169556845247,0.0425,2000
0.003281741738319397,-0.168914769774473,0.04,2000
0.00868297040462494,0.37270078698000714,0.02,2000
4.0512409213988574e-08,0.048967294949564026,0.0075,2000
0.0006650479137897492,0.04658248591920106,0.0075,2000
0.15938570976257324,-0.028864886039816278,0.2775,2000
0.04782872200012207,-0.025921036155263404,0.2025,2000
0.005162127017974853,-0.13463096693648616,0.0425,2000
0.09901045799255372,-0.16727061698205098,0.6675,2000
0.03743109464645386,-0.16745346460226332,0.2625,2000
0.05113123893737793,0.23373353589150778,0.065,2000
0.017330164909362792,-0.02028437364256527,0.12,2000
0.0007447849214076996,0.2265067622308933,0.005,2000
0.00437721848487854,0.08374787608114531,0.0225,2000
0.0009500815719366073,0.08793578796809358,0.01,2000
0.09164243698120117,-0.12231938112942878,0.4,2000
0.07287302494049072,-0.156342368980908,0.445,2000
0.0025137513875961304,-0.1729844530179571,0.025,2000
0.016827346086502076,0.03333272002185815,0.07,2000
0.02330051898956299,0.19275444450143958,0.04,2000
0.19609031677246094,0.2288724138667552,0.26,2000
0.0004301909729838371,0.25063879553248897,0.005,2000
0.022368004322052003,0.4354431680280903,0.03,2000
0.00448921799659729,0.03525679868946442,0.01,2000
0.10966466903686524,0.021210008794500506,0.16,2000
0.012245972156524659,0.011508272235481311,0.02,2000
0.022927188873291017,0.004289208844615112,0.035,2000
0.026782402992248534,-0.006406307214012966,0.15,2000
0.03111450433731079,0.21068367874270374,0.045,2000
0.044816207885742185,0.24780566517677385,0.0525,2000
0.0009846842288970946,0.4020767108491909,0.005,2000
0.013691043853759766,0.4326560675534598,0.015,2000
0.08381303787231445,0.418511944635794,0.105,2000
0.003131948709487915,0.4643236715458925,0.005,2000
0.0863266658782959,0.03804847543666438,0.1025,2000
0.05651184558868408,0.019608725922280103,0.08,2000
0.004409139752388,0.26824277849898287,0.0075,2000
0.11784273147583008,0.2734484599803017,0.2325,2000
0.005499861240386963,0.19745162641167274,0.01,2000
0.0005567631870508194,0.13233057425067676,0.0125,2000
0.05869943141937256,0.10220002837684984,0.655,2000
0.02540544271469116,0.06860549002028295,0.2325,2000
0.014617787599563599,0.02954767423624765,0.1975,2000
0.005338067412376404,-0.005789646825307867,0.0675,2000
0.09761280059814453,0.1603544040969567,0.265,2000
0.03748969554901123,0.17902570843010232,0.1475,2000
0.0037721091508865355,0.13354030888065754,0.005,2000
0.00036062031984329223,0.20462191258971618,0.005,2000
0.03611452579498291,0.1281986271150171,0.05,2000
0.0011511946469545365,0.21297502558574102,0.0125,2000
0.04544243812561035,0.19898939125702042,0.5275,2000
0.05912936210632324,0.18513326030687688,0.575,2000
0.003059936463832855,0.16643706942644654,0.055,2000
0.016579786539077757,0.13803865388681125,0.2025,2000
0.02932661533355713,0.10772878544800953,0.445,2000
0.03953270196914673,0.07367700628731103,0.5775,2000
0.008185527920722961,0.03972500422462016,0.1925,2000
0.027467241287231447,0.10240711046590693,0.2,2000
0.011061885356903077,0.11718249744070931,0.0575,2000
0.09723726272583008,0.12776909974850348,0.5,2000
0.09902427673339843,0.14433099958263665,0.37,2000
0.03828822612762451,0.39081699391333646,0.1,2000
0.0024974367022514345,0.35333638430610037,0.005,2000
0.036137278079986575,0.16828367529487692,0.05,2000
0.00492812991142273,0.010203729778202846,0.015,2000
0.0015802876651287079,0.020029262453706682,0.015,2000
0.0002934938296675682,0.06055320046241773,0.005,2000
0.006287681460380554,0.2335142765858755,0.035,2000
0.05528895378112793,0.21773168406342971,0.5025,2000
0.040484161376953126,0.1999044978186535,0.7425,2000
0.04640965461730957,0.17656196527848747,0.625,2000
0.0023688019812107084,0.1538829015424113,0.02,2000
0.0025242984294891356,0.05239379445045548,0.04,2000
0.04050363540649414,0.0690071390923884,0.1575,2000
0.04158301830291748,0.077978462262273,0.4175,2000
0.03854453325271606,0.08133192282142629,0.37,2000
0.01491992712020874,0.1934705349626269,0.04,2000
0.023683915138244627,0.1797125906089692,0.1525,2000
0.028514585494995116,0.16234534285140353,0.2325,2000
0.05311208248138428,0.13833154453511431,0.175,2000
0.048223991394042966,0.1299150709078522,0.1175,2000
0.0006086353957653046,0.2523863219711193,0.0025,2000
0.0014187702536582946,0.2342052220081689,0.0075,2000
0.17125659942626953,0.26298405085160553,0.285,2000
0.09763124465942383,0.2869070771602838,0.1125,2000
0.0013445895910263062,0.21197393691548874,0.01,2000
0.06178257942199707,0.02684416165714008,0.0875,2000
0.0336279296875,0.04396625410408106,0.0425,2000
0.03150133848190308,0.026406326742797383,0.2325,2000
0.10355928421020508,0.04285143656961275,0.66,2000
0.0848581314086914,0.0623834191545387,0.6825,2000
0.0784904956817627,0.06501478582709237,0.5575,2000
0.019391993284225462,0.07332703472400366,0.2175,2000
0.0029166081547737123,0.1396806169073219,0.015,2000
0.15064722061157226,0.14000686364248213,0.38,2000
0.032538759708404544,0.13395425249662704,0.07,2000
9.616480208933353e-05,0.29435254079630563,0.0025,2000
0.0007708121091127395,0.28213312457610445,0.01,2000
0.005731288194656372,0.08568647872266526,0.0075,2000
0.027257425785064696,0.11624999347274652,0.035,2000
0.06139636516571045,0.027644250768457144,0.21,2000
3.471476666163653e-06,0.029730369862913126,0.01,2000
0.005488046407699585,0.19694435999061563,0.0075,2000
0.011417497396469117,-0.009198051292313833,0.3075,2000
0.00671978235244751,-0.005937618983852192,0.41,2000
0.0004410252720117569,0.006286093044674741,0.03,2000
0.00010222946293652058,0.039003494349209085,0.0125,2000
0.007169860005378723,0.049063188773064974,0.1125,2000
0.02713398456573486,0.037592161388621585,0.245,2000
0.016931216716766357,0.03732737658817469,0.3775,2000
0.043664407730102536,0.03814255413818952,0.5475,2000
0.008387729525566101,0.03985787793226451,0.0625,2000
0.013849571943283082,0.28115298059287497,0.0225,2000
0.0023942936956882475,0.28162782657630037,0.0025,2000
0.002015925496816635,0.27406518237035665,0.0025,2000
0.0102409827709198,0.13934008945782325,0.025,2000
0.008446595668792724,0.1257260782321629,0.045,2000
0.015761724710464477,-0.031018290436216844,0.3325,2000
0.04423497200012207,-0.008870858389948166,0.855,2000
0.0751840877532959,0.014119995882071088,0.9875,2000
0.010509991645812988,0.025810368425323724,0.9775,2000
0.012633596658706664,0.03550273746256205,0.6675,2000
0.006166835427284241,0.04737153030395921,0.105,2000
0.0465574312210083,0.1282572728951647,0.095,2000
0.1361406421661377,0.1372787283929772,0.2825,2000
0.009062385559082032,0.28973288507762945,0.01,2000
0.12000014305114746,0.26358933916486377,0.2275,2000
0.00644395112991333,0.29750368324682885,0.01,2000
0.009944119453430177,-0.09247816039038827,0.095,2000
0.05753908157348633,-0.0708388573709888,0.3475,2000
0.08145468711853027,-0.04139749352897483,0.5725,2000
0.029356651306152344,-0.007301995764776319,0.705,2000
0.014404367208480835,0.02426865912452412,0.5875,2000
0.012347564697265626,0.5156335034791565,0.015,2000
0.026717262268066408,0.23216286879367604,0.03,2000
0.009580931663513183,0.20876520236528556,0.0125,2000
0.006440945863723755,0.19497792523773974,0.0125,2000
9.670114144682884e-05,-0.14014273174751182,0.005,2000
0.0,0.03228308165175653,0.01,2000
0.0002488788403570652,0.07725656195388385,0.0025,2000
0.0007190759479999543,0.10042141431432364,0.0025,2000
0.008513360619544982,0.18673473839163365,0.1325,2000
0.018726913928985595,0.17419966803077494,0.2175,2000
0.0035138010978698732,0.5047202863527275,0.005,2000
0.004450263082981109,0.48030110319533087,0.005,2000
0.007021466493606568,0.42080260300798245,0.01,2000
0.002290640026330948,0.42545682098815646,0.0025,2000
0.003087851405143738,0.23876038582231843,0.035,2000
0.04477354526519775,0.12310112793504067,0.0575,2000
0.008471657633781432,0.18919569976790554,0.025,2000
0.042612338066101076,0.45457796717003013,0.0475,2000
0.01363917589187622,0.44975128146473564,0.03,2000
0.015281490087509154,0.2797247059616792,0.23,2000
0.005886091589927673,0.2644689394649696,0.13,2000
0.0006463450193405152,0.24896820256181165,0.015,2000
0.013062219619750976,0.23747370966134654,0.125,2000
0.00032787155359983446,0.2083213102603704,0.005,2000
0.028537423610687257,0.2038270813810123,0.215,2000
0.06497836112976074,0.2030907886996912,0.4275,2000
0.007499158978462219,0.5470422136560569,0.0075,2000
0.0007712124288082123,0.1297054141744964,0.0025,2000
0.0032894057035446167,0.44717331263654286,0.09,2000
0.008516463041305542,0.29419125098944027,0.095,2000
0.023145599365234373,0.28121156262099517,0.4925,2000
0.02740246295928955,0.26868022844111245,0.38,2000
0.03113161087036133,0.25653135747883427,0.44,2000
0.02212235689163208,0.24377846560894115,0.28,2000
0.03329786777496338,0.21074970335601687,0.39,2000
0.07057487487792968,0.20673421611811912,0.7025,2000
0.004443928301334381,0.20051676024471465,0.03,2000
0.06514477729797363,0.2916875885607156,0.3225,2000
0.009748499989509583,0.2785908136374678,0.0825,2000
0.048358192443847654,0.20836795687023588,0.0725,2000
0.009195131659507751,0.0758026473739423,0.0175,2000
0.07230786323547363,0.04355393621883973,0.13,2000
0.010389959812164307,0.24783163618893966,0.0275,2000
0.0014938469231128692,0.3054089011831003,0.0075,2000
0.21999868392944336,0.35087641497572897,0.4975,2000
0.017938998937606813,0.3531922267801232,0.0525,2000
0.0014278379082679749,0.2814872056279101,0.01,2000
0.02492857217788696,0.2866095175379103,0.17,2000
0.07486881256103516,0.28625956648463485,0.215,2000
0.08159401893615723,0.3025391359064073,0.3375,2000
0.008044946789741516,0.3183103375172284,0.0325,2000
0.002406435161828995,0.5301926448547822,0.0025,2000
0.00427981972694397,0.5641172357046502,0.005,2000
0.0021634098887443544,0.4603857359516912,0.0025,2000
0.15153615951538085,0.4020102038324914,0.1775,2000
0.006035361289978027,0.38005449124081003,0.01,2000
0.0071050024032592776,-0.029816815208677166,0.035,2000
0.0010324428230524063,-0.024427799840976278,0.0025,2000
0.010624266862869262,0.08914430232532941,0.0125,2000
0.014531893730163574,0.18448044899631671,0.03,2000
0.20009767532348632,0.21682399311188516,0.295,2000
0.038624374866485595,0.30719571723865446,0.1125,2000
0.010205405950546264,0.2886026543682484,0.0525,2000
0.09316177368164062,0.2938089868263691,0.2175,2000
0.026179068088531494,0.303733675433585,0.145,2000
0.006534194946289063,0.23211055959025292,0.02,2000
0.08659089088439942,0.21246333472224338,0.13,2000
0.0074535727500915526,0.4423644333532133,0.0125,2000
0.004265548288822174,0.5246698255761347,0.01,2000
0.034265711307525634,0.5049061326995136,0.0975,2000
0.12375732421875,0.45860399237146776,0.1575,2000
0.1899871063232422,0.4445880467817615,0.225,2000
0.0017423762381076813,0.4282733028955983,0.0025,2000
0.0003467600047588348,-0.08721042499413682,0.0025,2000
0.0012202396243810654,0.3086516306358974,0.0025,2000
0.003949129581451416,0.3215604582642907,0.0125,2000
0.0033665966987609865,0.25556024063412763,0.02,2000
0.07352676391601562,0.22960764319727422,0.1675,2000
0.15836997032165528,0.31507635814680474,0.255,2000
0.02530263900756836,0.3368181125637711,0.0525,2000
5.4234294220805166e-05,0.24174246533066449,0.01,2000
0.011161761283874512,0.24888229457647304,0.0975,2000
0.0006588689237833023,0.2973962363654375,0.0025,2000
0.017342565059661866,0.21234368381689464,0.02,2000
0.22515687942504883,0.2166142814841904,0.3225,2000
0.20423591613769532,0.21820542515843985,0.2925,2000
0.005770801901817322,0.22531339404776624,0.0075,2000
0.004757452011108399,0.4316472873942128,0.005,2000
0.0017407514154911042,0.6232701098233279,0.0025,2000
0.001461331695318222,0.20256108756161798,0.005,2000
0.004267692565917969,0.21757695307352048,0.0075,2000
0.00015509463846683503,0.5258892428816869,0.0075,2000
0.004777263998985291,0.5837148176848809,0.045,2000
0.016029353141784667,0.36516351552895754,0.0525,2000
0.03208837509155273,0.08577919802768068,0.0675,2000
0.03017303466796875,0.08949844795952076,0.06,2000
0.020872070789337158,0.3818960576758873,0.055,2000
0.039413630962371826,0.3881905387954574,0.1075,2000
0.013408701419830322,0.0737576673474114,0.0175,2000
0.0026893755793571473,0.48397032120364347,0.085,2000
1.804986037313938e-05,0.46619008699431025,0.09,2000
0.008175417184829711,0.14466989717071368,0.02,2000
0.022256672382354736,0.3346492082683933,0.03,2000
0.02314772367477417,0.3807408101692074,0.0875,2000
0.05864009380340576,0.5525907575503247,0.11,2000
0.02445267677307129,0.5620543835668271,0.0525,2000
6.509593222290278e-05,0.4521691450170244,0.015,2000
0.03222209930419922,0.03392526186384617,0.045,2000
0.004927484393119812,0.35659092649616203,0.035,2000
0.0015507835149765016,0.41750178022056633,0.005,2000
0.0696893072128296,0.04162344836856445,0.085,2000
0.025389161109924317,0.05183434218529185,0.03,2000
0.044926724433898925,0.2907770358152023,0.1975,2000
0.0,0.7905101437844787,0.0075,2000
0.0023466800153255462,0.31407758538369046,0.005,2000
0.0019748710095882417,0.8069665707269599,0.005,2000
0.012197057008743286,0.5502357920464426,0.2275,2000
0.13268260955810546,0.5209938545867242,0.405,2000
0.13374162673950196,0.4970642214841737,0.4125,2000
0.11905760765075683,0.46691690872827013,0.185,2000
0.03473474025726318,0.4358164555557917,0.0975,2000
0.006329944729804993,0.5407373834698453,0.6575,2000
0.046631059646606444,0.5051477758405533,0.92,2000
0.0659383487701416,0.475170449825788,0.8225,2000
0.13647560119628907,0.4503402192352523,0.645,2000
0.009327712655067443,0.41767208250657895,0.0475,2000
0.008330379724502563,0.3590977416794366,0.02,2000
0.005042790770530701,0.3751368128993389,0.01,2000
0.0009683247655630112,0.25368182898711195,0.0025,2000
0.011073410511016846,0.4781676995213568,0.1575,2000
0.03280577421188355,0.4316515180938452,0.165,2000
0.0033918559551239015,0.3912974794853854,0.01,2000
0.020192816257476806,0.6347185487683457,0.0275,2000
0.0023480258882045747,0.6669493120092581,0.0025,2000
0.006933153867721558,0.5388154655190222,0.0225,2000
0.1268489646911621,0.57144726639557,0.155,2000
0.0035920125246047974,0.6277921417702477,0.005,2000
0.005044010281562805,1.0735269639533862,0.055,2000
0.007467553615570068,1.038916127999591,0.01,2000
0.0011340542137622833,0.4647789244853503,0.0025,2000
0.014621510505676269,0.2023244056994227,0.12,2000
0.026613428592681884,0.22850367529198162,0.135,2000
0.0010617342591285705,0.918882073900525,0.01,2000
0.014791028499603271,0.1881505031642697,0.155,2000
0.101173734664917,0.21085675350283448,1.0,2000
0.0373301100730896,0.23079248878314473,0.225,2000
0.0019764497876167296,1.069059963879629,0.0025,2000
0.01834168314933777,0.4156111965058655,0.035,2000
0.044773344993591306,0.37823315055806633,0.085,2000
0.0005945537239313125,0.18313326360019042,0.0025,2000
0.1533435821533203,0.19737635805143064,0.9525,2000
0.04782195091247558,0.211691543441403,0.26,2000
0.00898388147354126,1.1746749285563038,0.0375,2000
0.0663517665863037,1.138072822514745,0.135,2000
0.12737689971923827,0.19340868665775715,0.7125,2000
0.026490085124969483,0.19151203165843983,0.2075,2000
0.04428971290588379,0.2961915355712619,0.0925,2000
0.04210264682769775,-0.25791845176999856,0.075,2000
0.003589116632938385,-0.22222481928381402,0.0125,2000
0.07751885414123535,1.1636074002036607,0.1325,2000
0.004642225205898285,0.9152746684085573,0.01,2000
0.0013180498778820038,0.6294313813467417,0.005,2000
0.11386232376098633,0.18434674787872976,0.6075,2000
0.0625423002243042,0.17160886145591933,0.32,2000
0.0,1.0865200456835136,0.005,2000
0.001067771017551422,1.2773575192581341,0.105,2000
0.00014959449879825115,1.3011561481315237,0.0075,2000
0.0049750059843063354,1.0675278817989846,0.0125,2000
0.005922880172729492,0.8387615380335791,0.0275,2000
0.0013675141334533692,0.5077206393777306,0.0025,2000
0.0023771049082279205,0.8774595117468605,0.0025,2000
0.016765316724777223,0.15696308037605441,0.045,2000
0.07468635082244873,0.13404485705155125,0.155,2000
0.005006428956985474,0.12208306706493498,0.0075,2000
0.0019263048470020295,0.8401554832633295,0.0025,2000
0.0050031161308288575,0.7988242169362929,0.0075,2000
