EBA,spei,BA
0.0,-1.9912944458798398,0.015
0.0,-2.41875990379464,0.03
0.0,-2.3921329883835853,0.0375
0.0,-2.0544347034497625,0.03
0.0,-2.0544223439625506,0.035
0.0,-2.058539214093895,0.01
0.0,-2.3350198367326107,0.05
0.0,-2.274648969616295,0.0425
0.0,-2.3863758584931594,0.015
0.0,-2.559833706494896,0.015
0.0,-2.5410485465817194,0.0325
0.0,-2.5438484017010823,0.0275
0.0,-2.5510657063892586,0.02
0.0,-2.4759573279982523,0.0175
0.0,-2.4683707657531264,0.0275
0.0,-2.4723669842830236,0.1
0.0,-2.4996712930703433,0.02
0.0,-2.499394139458083,0.0775
0.004374843537807465,-2.3196886587289596,0.015
0.0,-2.313266257501364,0.0725
0.0,-2.297866638410984,0.405
0.0,-2.298050327199359,0.3825
0.0,-2.3104381507957563,0.5225
0.0,-2.3218479403035324,0.3275
0.0,-2.3261373455753507,0.005
0.038602302074432375,-2.4332294616927004,0.065
0.007074999809265137,-2.4175874886038047,0.01
0.0,-2.5574844382130886,0.0375
0.0,-2.566987013494618,0.0625
0.0,-2.5737651742245693,0.0275
0.0,-2.570257796962678,0.015
0.0,-2.564932858581724,0.0775
0.0,-2.561513753381815,0.035
0.0,-2.556432105003822,0.0325
0.0,-2.5574859934703507,0.02
0.0,-2.5559589207162055,0.02
0.0,-2.552637702900325,0.075
0.0,-2.54781266242087,0.0675
0.0,-2.540573479578335,0.17
0.0,-2.5437293755495225,0.245
0.0,-2.5425856784589516,0.015
0.0,-2.5352732382058156,0.135
0.0,-2.5252671873546313,0.035
0.0,-2.1751874113796803,0.045
0.0,-2.1692624151986335,0.0575
0.0,-2.1560106610574734,0.02
0.0,-2.154675317189848,0.045
0.0,-1.837384687145214,0.0175
0.002115444839000702,-2.4001772390796634,0.015
0.003433740735054016,-2.376959385451168,0.015
0.025231359004974366,-2.394538190064042,0.03
0.019690790176391602,-2.392670263108798,0.04
0.0,-2.3844550592023306,0.145
0.0,-2.3781338938117855,0.8625
0.0,-2.3701143640229305,1.0
0.0,-2.366012617594742,0.985
0.0,-2.3690215228760185,0.955
0.0,-2.3778481472304556,0.56
0.0,-2.3823051925487024,0.005
0.0074720394611358645,-2.4090711150958275,0.0125
0.006443750262260437,-2.399665139047221,0.01
0.0,-2.626352991778122,0.0125
0.0,-2.6118116073635633,0.015
0.0,-2.599535606299013,0.065
0.0,-2.6155236716118204,0.105
0.0,-2.6240603854824998,0.035
0.0,-2.630440380068873,0.0075
0.0,-2.6364413926967987,0.06
0.0,-2.636643314714018,0.3575
0.0,-2.6353822860631406,0.255
0.0,-2.63396991442233,0.4175
0.0,-2.6307789248794107,0.32
0.0,-2.626229845561076,0.1625
0.0,-2.6119736094088646,0.005
0.0,-2.6042030034919224,0.025
0.0017772555351257325,-2.1283562954385737,0.02
0.0,-2.170237002050799,0.005
0.0,-2.4179643462990206,0.1625
0.0,-2.414170817302441,0.285
0.0,-2.4022407326172988,0.8075
0.0,-2.389342767704663,0.7625
0.0,-2.395292613035697,0.2325
0.0,-2.4153410358663847,0.0275
0.00048749998211860656,-2.505984780328127,0.005
0.0005892544239759445,-2.4980796446550153,0.015
0.0,-2.650358401543081,0.015
0.0,-2.6445168292162498,0.025
0.0,-2.6419707944808226,0.02
0.0,-2.68150914380299,0.025
0.0,-2.6790367734995413,0.1725
0.0,-2.6754041031742566,0.3625
0.0,-2.6364455098785258,0.015
0.0,-2.59756757241561,0.015
0.006555451154708862,-2.1238290817163716,0.0525
0.0,-2.1524230620084537,0.065
0.007209585309028626,-2.47430682622495,0.055
0.007787907719612122,-2.4681542226903304,0.0325
0.0,-2.520702743831596,0.01
0.07586216926574707,-2.4981528527511236,0.1225
0.19094013214111327,-2.4940706911072428,0.3075
0.2738154792785645,-2.473861351398543,0.405
0.07518388748168946,-2.468075467914911,0.0925
0.0,-2.6732180737842923,0.02
0.0,-2.7114641702950317,0.0325
0.0,-2.71377105190018,0.1925
0.0,-2.712760463449103,0.0825
0.0,-2.7104233581573745,0.035
0.0,-2.6779368972803455,0.015
0.0,-2.6482387067149835,0.0075
0.0,-2.636356911331623,0.045
0.0,-2.6141453268299806,0.01
0.0,-2.6020574816844073,0.01
0.0,-2.5757874372343816,0.035
0.0,-2.5663079099031125,0.0075
0.0,-2.55777910046864,0.02
0.0010798245668411255,-2.523388252299351,0.01
0.0,-2.7224341485995787,0.0075
0.0,-2.674253250600938,0.04
0.0,-2.6626750980681018,0.12
0.0,-2.649792909416803,0.03
0.0,-2.6363717627769243,0.045
0.0,-2.5859365164584074,0.025
0.0,-2.5740647473837277,0.015
0.0,-2.569375869675523,0.03
0.0008519737422466278,-2.171437850130874,0.04
0.0,-2.1767588219511547,0.1175
0.0,-2.1782442570895446,0.1425
0.0,-2.1782618065593087,0.025
0.03760395050048828,-2.446798417594286,0.195
0.015938816070556642,-2.4466194095115124,0.065
0.0009692982584238052,-2.5304806261623205,0.02
0.030329387187957763,-2.536730519012511,0.245
0.11123397827148437,-2.538245612131598,0.7575
0.020673904418945312,-2.5336394666448143,0.3975
4.1666668839752677e-05,-2.526859819156132,0.0125
0.0,-2.680357234132951,0.015
0.0,-2.6682119414846066,0.0425
0.0,-2.6446129422664293,0.13
0.0,-2.6312118503143647,0.0075
0.0,-2.5968765995623277,0.005
0.0,-2.5969646909114,0.31
0.0,-2.5981485719720356,0.1
0.0,-2.597282459305063,0.01
0.0,-2.581210665413058,0.015
0.0,-2.559234583056433,0.065
0.0,-2.409551879507901,0.0575
0.0,-2.279633445995956,0.015
0.001525728404521942,-2.1490446376676484,0.205
0.011934561729431152,-2.1581397158911027,0.61
0.015057917833328247,-2.161885733754602,0.9825
0.011751526594161987,-2.1668021127966868,0.9525
0.004909422099590301,-2.167720809385789,0.6475
0.0,-2.1764943810280264,0.08
0.001905701756477356,-2.4716799876282356,0.0075
0.0036337718367576597,-2.539910819349008,0.06
0.09905965805053711,-2.5404850786017596,0.53
0.06602324485778809,-2.533808235196808,0.395
0.0,-2.527522515206416,0.025
0.008590790033340455,-2.5309018004827597,0.015
0.0,-2.598027903193977,0.015
0.0,-2.5974741172149343,0.02
0.0,-2.5480167085920242,0.045
0.0,-2.412785704924211,0.01
0.0004299812018871307,-2.1369410344116138,0.19
0.009113956689834595,-2.1462596631195607,0.5525
0.009950658082962036,-2.154660778518459,0.9225
0.033950424194335936,-2.1597093600620263,0.945
0.0006094924733042718,-2.1663217206882157,0.5125
0.000984727442264557,-2.169861318130401,0.48
0.0016785714030265809,-2.174344940393913,0.115
0.0,-2.50492954386793,0.03
0.0,-2.5090565502325157,0.01
0.0,-2.5557842404849525,0.01
0.0,-2.51651777265451,0.035
0.0,-2.4785405075438356,0.015
0.002924342155456543,-1.934822703729876,0.02
0.061658716201782225,-1.9307518946153064,0.25
0.0009350328892469407,-2.0860655372763603,0.04
0.010204652547836304,-2.09112440915222,0.2375
0.012769149541854858,-2.1065051822429512,0.7625
0.022648143768310546,-2.118241569513378,0.975
0.24530261993408203,-2.129903646854626,0.94
0.1500534439086914,-2.1403745190807086,0.4275
0.015454652309417725,-2.1500777874709818,0.0825
0.04071677684783936,-2.5098323314607387,0.08
0.13158684730529785,-2.511191326218874,0.23
0.022956252098083496,-2.5405839003801725,0.025
0.01728124976158142,-2.532977135681583,0.02
0.14294995307922365,-1.9254650353988723,0.4325
0.17585796356201172,-1.9456306899620563,0.555
0.01806167721748352,-1.9698350690542188,0.22
0.002858787775039673,-2.012819299061711,0.005
0.011089050769805908,-2.030285737430381,0.0625
0.03169126033782959,-2.065095381590692,0.4025
0.08214332580566407,-2.074538680093252,0.715
0.1099527645111084,-2.0868367133756247,0.57
0.20942962646484375,-2.107074885430665,0.4675
0.12514756202697755,-2.1247075786927643,0.1525
0.08577400207519531,-2.535294206078136,0.17
0.11972368240356446,-2.537944193297087,0.3
0.1850348663330078,-2.533351394354942,0.425
0.38176742553710935,-2.5277255081562218,0.54
0.42146610260009765,-2.518554961271876,0.8425
0.27619176864624023,-2.5016532173168606,0.7425
0.015349998474121093,-2.483756280248411,0.0325
0.011855921745300292,-2.4941320128502142,0.0225
0.28231842041015626,-2.4910299324033365,0.3525
0.1799565887451172,-2.4940556195152257,0.205
0.0013249999284744263,-2.5014551573555552,0.005
0.04351644515991211,-2.513885584736784,0.12
0.16170360565185546,-2.5195872460480397,0.3
0.05604374885559082,-2.529419435325199,0.1
0.15541118621826172,-2.5271098909741894,0.49
0.03502236843109131,-2.5127078846654034,0.17
0.0,-2.5517011109937013,0.015
0.01768397569656372,-2.065141325372207,0.04
0.1579318618774414,-2.064115575978925,0.2425
0.1999419593811035,-2.085146529687052,0.36
0.05471805095672608,-2.107443127971979,0.1125
0.22331480026245118,-2.465323753750576,0.34
0.41272071838378904,-2.476419874110744,0.445
0.04920296192169189,-2.491076617703676,0.0575
0.0,-2.224491455823197,0.0125
0.005,-2.081458796881527,0.005
0.019504698514938353,-2.0822061618761167,0.03
0.07783717155456543,-2.5041132340469363,0.0875
0.2001187515258789,-2.5103005994076946,0.2075
0.16072500228881836,-2.513167129516742,0.3
0.013193750381469726,-2.5082412173198754,0.04
0.0,-2.228688858654945,0.0175
0.0,-2.220762113790001,0.01
0.0,-2.225667211915458,0.005
0.09413804054260254,-1.8771130355995873,0.2475
0.14585691452026367,-1.9209745081689946,0.4925
0.0441576623916626,-1.9687336056054916,0.0475
0.004768562018871308,-2.0130615868442883,0.005
0.019787280559539794,-2.469685131984019,0.03
0.298209228515625,-2.509160642468558,0.38
0.8646613311767578,-2.510053317819156,0.98
0.6810755920410156,-2.5098403699368133,0.7275
0.5396220016479493,-2.510914297767326,0.615
0.2907362937927246,-2.5148360415467805,0.3875
0.006550000309944153,-2.5257918591400177,0.0075
0.0126658833026886,-1.8941136742823304,0.02
0.0396817421913147,-1.918302750873337,0.065
0.012963659763336181,-2.130661959561769,0.075
0.012947211265563965,-2.143235694804096,0.11
0.032237281799316404,-2.4402162746913874,0.04
0.17054758071899415,-2.445821376740756,0.29
0.2709629440307617,-2.452804859826879,0.4625
0.509218864440918,-2.4525657803971552,0.6275
0.4972971343994141,-2.4512989112022097,0.625
0.5530750274658203,-2.4600620345299675,0.715
0.3449315643310547,-2.466761034398696,0.505
0.14984933853149415,-2.4675867111387837,0.2475
0.24392412185668946,-2.4907998312258592,0.305
0.11329736709594726,-2.5098477339156005,0.12
0.0042500001192092894,-2.489418013785393,0.0075
0.2708437538146973,-2.491266635598411,0.2925
0.2440386962890625,-2.4915619920041556,0.285
0.3196235084533691,-2.497640479613182,0.4025
0.4711996841430664,-2.503928822499405,0.6
0.33329078674316404,-2.5087473494362684,0.3725
0.01234375,-2.5161708480528033,0.015
0.028760652542114257,-2.625669331690953,0.2775
0.01560197353363037,-2.6326242473632044,0.0975
0.2840782928466797,-2.44549449723958,0.3825
0.6188120651245117,-2.4361274542366123,0.7925
0.46500572204589846,-2.435413601205068,0.6575
0.25055482864379885,-2.439409281453719,0.3525
0.1889997673034668,-2.449399578941958,0.3075
0.6754058837890625,-2.460998347925932,0.8225
0.6633311462402344,-2.470764941313207,0.8175
0.6593879699707031,-2.480416995534068,0.975
0.595037956237793,-2.4916028044309106,0.7825
0.47712364196777346,-2.5073216318247424,0.535
0.5843359756469727,-2.523157569020133,0.655
0.6871633911132813,-2.5373086840678556,0.8975
0.4363934326171875,-2.5532150636247155,0.555
0.006776316165924072,-2.5569984429430215,0.0125
0.004056249856948853,-2.502024742677739,0.005
0.136984224319458,-2.507579022872413,0.165
0.015347023010253907,-2.5152234425002797,0.0325
0.016801378726959228,-2.169579257791157,0.29
0.09166807174682617,-2.206292758582111,0.675
0.017366853952407838,-2.298731067903638,0.375
0.03262083053588867,-2.432797149924525,0.07
0.11301996231079102,-2.4305056654344717,0.12
0.10384166717529297,-2.4415139372492014,0.13
0.04520219326019287,-2.4516123561746603,0.0475
0.2855524063110352,-2.462815649097782,0.375
0.6560209655761718,-2.4754378107164277,0.7525
0.3133740997314453,-2.487292191171241,0.385
0.28748289108276365,-2.502386876996332,0.3325
0.3134175491333008,-2.5178645991466344,0.3475
0.01184999942779541,-2.5327102358406393,0.0175
0.06066819667816162,-2.547588207495646,0.1025
0.06055476188659668,-2.506298375557221,0.0625
0.2132437515258789,-2.5148071305375828,0.3125
0.053058629035949705,-2.5253841442000544,0.0775
0.03289821624755859,-2.5341240377351935,0.0625
0.0929285717010498,-2.521524579279055,0.19
0.023729462623596192,-2.5057348443718803,0.07
0.00195175439119339,-2.1703315148409463,0.0025
0.016508458852767943,-2.1767528530889035,0.02
0.01593013882637024,-2.1338360800456155,0.05
0.057724471092224124,-2.131309708242772,0.2675
0.0013046678900718689,-2.196144893624084,0.085
0.01609999895095825,-2.4883163915739837,0.0175
0.23427766799926758,-2.4973781333120786,0.3
0.6898172760009765,-2.5117805373474837,0.9825
0.5379151916503906,-2.515699062667468,0.975
0.28472261428833007,-2.5210636771628017,0.7075
0.24709911346435548,-2.532404185119191,0.415
0.04337381362915039,-2.544586603625001,0.115
0.145458927154541,-2.534024832279781,0.3175
0.021991963386535644,-2.524577068573937,0.045
0.20609016418457032,-2.5163516411849023,0.365
0.22712053298950197,-2.507791958485219,0.52
0.1768948554992676,-2.5002612354307403,0.2275
0.0906389331817627,-2.1862134853069857,0.1475
0.6354135513305664,-2.1897395560756583,0.805
0.24075969696044922,-2.1934452361446657,0.3025
0.015201910734176635,-2.226708773311772,0.0225
0.001276315748691559,-2.2606595118593575,0.005
0.16009727478027344,-2.2687980028055175,0.245
0.13895143508911134,-2.2484824055195665,0.26
0.017342575788497926,-2.224666541661444,0.0775
0.4846018218994141,-2.5041870973785563,0.565
0.5522008895874023,-2.5084719255960453,0.8875
0.5670437240600585,-2.5088610344397173,0.9975
0.2819889831542969,-2.5098038038020545,0.6225
0.3134940528869629,-2.519050561468417,0.5175
0.3798761749267578,-2.5264882950213114,0.585
0.0446806526184082,-2.5400742391586166,0.055
0.018633333444595338,-2.547764472352559,0.0375
0.10936040878295898,-2.5395338719524463,0.2
0.1619315528869629,-2.5294537590754254,0.2125
0.23495635986328126,-2.5207960333384882,0.3375
0.011376488208770751,-2.5114850928906796,0.0225
0.13802287101745606,-2.171816480956842,0.215
0.2856395721435547,-2.1941119124494826,0.3475
0.012119674682617187,-2.2152533234901526,0.03
0.01319815158843994,-2.236696360656519,0.085
0.15881500244140626,-2.261460539531607,0.6575
0.18660541534423827,-2.28025837974991,0.56
0.24298370361328125,-2.282687340528673,0.66
0.01028884768486023,-2.281829147934071,0.065
0.15421517372131346,-2.494200624572439,0.2025
0.18718364715576172,-2.502294582927719,0.3275
0.014600595235824585,-2.506762294529547,0.0325
0.02531398296356201,-2.476481454329716,0.055
0.06904910087585449,-2.4652329514433187,0.24
4.1666668839752677e-05,-2.4618423243436927,0.015
0.00670943021774292,-2.2816881291818123,0.0275
0.010911967754364014,-2.2998243295773766,0.12
0.0012321428954601289,-2.6551245473472043,0.015
0.05821428298950195,-2.624677304712647,0.145
0.0016190476715564727,-2.6221437839510573,0.0075
0.018845081329345703,-1.997660026814389,0.0625
0.027932488918304445,-2.0006606730549685,0.0525
0.02453821897506714,-2.0103718820509333,0.2125
0.04186419486999512,-2.0201209550426356,0.1125
0.1040592098236084,-2.3243968198200444,0.1675
0.23313674926757813,-2.342577602883773,0.4625
0.002072681784629822,-2.358815216322875,0.01
0.050005955696105955,-2.661755873279113,0.115
0.04712500095367431,-2.654633850306311,0.105
0.0031011906266212464,-2.6438621482566385,0.015
0.004172618985176086,-2.6349653572563247,0.0075
0.058118739128112794,-2.0260134096704143,0.1125
0.35762874603271483,-2.0323882485746343,0.7925
0.2944807434082031,-2.0421918692629406,0.95
0.2021000862121582,-2.0494998270243996,0.83
0.02640648603439331,-2.0604958103953575,0.0575
0.0074026787281036375,-2.473748267857609,0.03
0.022231249809265136,-2.477667512488473,0.1525
0.01899821400642395,-2.4829245307025967,0.0425
0.00028712406754493713,-2.0915187515485814,0.025
0.0028107771277427673,-2.0957270586277477,0.175
0.00864880919456482,-2.090161349058782,0.1125
0.0017442983388900758,-2.484171373622231,0.0075
0.028955953121185304,-2.443985066602584,0.1025
0.025579466819763183,-2.4326195890449918,0.185
0.19411666870117186,-2.4384288946097787,0.3975
0.19219316482543947,-2.4460450640788705,0.5725
0.047279763221740725,-2.887678488096136,0.08
0.19670473098754881,-2.1690482006286307,0.245
0.4954610061645508,-2.2014365258730377,0.6575
0.4005236434936523,-2.2245370323629823,0.6
0.17831218719482422,-2.2331609721510133,0.3375
0.05095755100250244,-2.2430321205062986,0.2175
0.003020833134651184,-2.39503768922932,0.0075
0.1955679702758789,-2.4145500947474936,0.5225
0.32766883850097656,-2.4367936116810296,0.8825
0.08847850799560547,-2.461702806454791,0.345
0.008849703073501587,-2.4385739317380097,0.0275
0.13725418090820313,-2.4356666247659207,0.275
0.23709583282470703,-2.439368788651515,0.5175
0.17576160430908203,-2.444539874234663,0.3675
0.03439285755157471,-2.6472443219549455,0.035
0.11639484405517578,-2.641581541686238,0.135
0.030078370571136475,-2.635529624313851,0.035
0.16180952072143553,-2.907628327731221,0.23
0.3308660888671875,-2.9101968898978123,0.375
0.10763689994812012,-2.907924567147426,0.1275
0.16646429061889648,-2.523781778519335,0.1975
0.03915178537368774,-2.541295870339849,0.045
0.05486011981964111,-2.5596881440621835,0.08
0.03981646776199341,-2.6489422752071152,0.155
0.021410715579986573,-2.6475064857381887,0.0575
0.006920896172523498,-2.057604807090341,0.0875
0.008224467635154725,-2.0632720704620917,0.3325
0.016405231952667236,-2.083760682196512,0.02
0.06449294567108155,-2.119522790648825,0.0925
0.19521255493164064,-2.148005161086348,0.225
0.5158146667480469,-2.142525372232124,0.725
0.5196098327636719,-2.13083346685399,0.72
0.1436649513244629,-2.137691562122391,0.1625
0.08810351371765136,-2.388141310877132,0.1225
0.23734825134277343,-2.410727758904688,0.3825
0.01057500123977661,-2.41416564643633,0.0275
0.006462500095367431,-2.4279845761031504,0.035
0.008446428775787353,-2.4293702093008624,0.01
0.16159286499023437,-2.430259161693686,0.2375
0.3558476257324219,-2.440648876176923,0.545
0.1642601203918457,-2.45006913794019,0.285
0.0304494047164917,-2.673033466698494,0.05
0.002041666805744171,-2.6626460564488292,0.03
0.08803869247436523,-2.8955248887647835,0.13
0.003065476417541504,-2.51296779203219,0.01
0.5795089340209961,-2.531968258681327,0.7825
0.48068153381347656,-2.552984654332434,0.64
0.5446845245361328,-2.579595193201049,0.72
0.22181251525878906,-2.6032819277923194,0.2925
0.0031162279844284056,-2.0532158214655536,0.0775
0.0005133145675063133,-2.0277718329744325,0.1425
0.0002916666679084301,-2.045537751348314,0.0025
0.11967387199401855,-2.0545874216900373,0.14
0.008828164339065551,-2.069793476259771,0.015
0.033442671298980715,-2.0839949135403533,0.0375
0.05803430557250976,-2.11409786661127,0.0875
0.035921053886413576,-2.2838924373161347,0.085
0.06626458644866944,-2.4009717670723902,0.0775
0.014100892543792725,-2.4067888172078553,0.0425
0.13805834770202638,-2.4049273041673387,0.225
0.08823423385620117,-2.4112893751793982,0.1175
0.01934523820877075,-2.5052634013094424,0.025
0.08683035850524902,-2.5563952756578137,0.105
0.11728868484497071,-2.5782729909041655,0.1625
0.08323512077331544,-2.5972397998749384,0.11
0.08481548309326171,-2.7510548605402794,0.16
0.034261906147003175,-2.756284967063278,0.1175
0.00777850866317749,-2.258175978803079,0.0125
0.04928354740142822,-2.268871417487902,0.0675
0.06403728485107422,-2.2784221263119715,0.0775
0.12348618507385253,-2.333188988635962,0.13
0.2234291648864746,-2.3277807303732656,0.225
0.007478947639465332,-2.3305396711893542,0.015
0.02652430772781372,-2.4618796009195387,0.0375
0.05810614585876465,-2.464753037268843,0.11
0.3830669403076172,-2.4784638319524164,0.505
0.19551883697509764,-2.49085139692077,0.2075
0.00938740074634552,-2.504202800845433,0.015
0.06663094997406006,-2.4945317273545564,0.095
0.11154169082641602,-2.6042944880496477,0.155
0.15420831680297853,-2.627195140578974,0.2675
0.07597321510314942,-2.7680114501430038,0.2
0.1792251968383789,-2.7750331514523063,0.53
0.33284027099609376,-2.7804523817040208,0.6975
0.05581646919250488,-2.7855326527311126,0.14
0.00426250010728836,-2.2233776495602933,0.02
0.24386997222900392,-2.2270348967137097,0.455
0.09284233093261719,-2.2304551620416957,0.175
0.2937482452392578,-2.2536230145826535,0.39
0.8228092193603516,-2.2453608114821444,0.9425
0.2552936553955078,-2.2367934338148068,0.2575
0.09860862731933594,-2.5138250565701066,0.1325
0.5243764877319336,-2.5180157792529743,0.605
0.33931549072265627,-2.494814242993295,0.5425
0.04582540035247803,-2.469264646481776,0.165
0.13229811668395997,-2.4556303230803675,0.145
0.37939483642578126,-2.4667600519943464,0.4475
0.09197520256042481,-2.4769250223321277,0.1125
0.2685511016845703,-2.5563347773882827,0.39
0.3094007873535156,-2.5685259763233783,0.43
0.09718849182128907,-2.5836278647086557,0.1075
0.1794077491760254,-2.68211834182194,0.305
0.42998710632324216,-2.6971326757787524,0.73
0.5591736221313477,-2.711599661322405,0.7125
0.2502867126464844,-2.7248677904548004,0.58
0.21692955017089843,-2.7394748154152557,0.44
0.04724503517150879,-2.759739112441605,0.145
0.005026785731315613,-2.790058712967827,0.115
0.10851785659790039,-2.7961509512177836,0.4925
0.20687400817871093,-2.802485184685944,0.6475
0.02633035898208618,-2.8062145487808787,0.0875
0.0,-2.634439797224934,0.055
0.029529449939727784,-1.9756627170188434,0.0775
0.0209631872177124,-1.9311408281449698,0.0625
0.018749687671661377,-2.1082215616849362,0.0275
0.15613926887512208,-2.211128080739766,0.235
0.4019171142578125,-2.2160091862407847,0.75
0.004000000059604645,-2.2183511196452685,0.01
0.1339046001434326,-2.218358285809834,0.2675
0.12221403121948242,-2.2132783458903584,0.1875
0.009136903882026672,-2.5118768138489442,0.015
0.01258333444595337,-2.508148776322319,0.0175
0.006843750476837158,-2.5252559773456507,0.0475
0.043009920120239256,-2.532652280170624,0.08
0.15893056869506836,-2.55491663208291,0.1825
0.22119396209716796,-2.5642223091007392,0.2425
0.18327430725097657,-2.5702363013968212,0.2075
0.13736309051513673,-2.6906791878239344,0.3475
0.29116270065307615,-2.7067647530560284,0.4425
0.47907241821289065,-2.721690296798776,0.785
0.3610376739501953,-2.7382114271199827,0.855
0.34694149017333986,-2.7556386245295053,0.6425
0.041736111640930176,-2.775319016087613,0.1025
0.05389881134033203,-2.7885165019617255,0.12
0.31275495529174807,-2.7965518657317756,0.58
0.193347225189209,-2.801478163419219,0.365
0.027117059230804444,-2.8047854749825354,0.055
0.08594444274902344,-2.830553843803339,0.135
0.21059524536132812,-2.8234092800203734,0.32
0.12188889503479004,-2.8159558885150027,0.215
0.016500000953674317,-2.0234489131944695,0.0775
0.03953289270401001,-2.067332425934953,0.1375
0.09350022315979004,-2.2288727784400315,0.1675
0.20448795318603516,-2.2338803979979147,0.4125
0.1938037109375,-2.2369419937713353,0.545
0.040096492767333985,-2.2502535695278936,0.0925
0.05546667098999023,-2.268844617082496,0.1175
0.00815285086631775,-2.2806061414295664,0.025
0.012024999856948852,-2.2869440970043935,0.025
0.0407444429397583,-2.4195167976266982,0.11
0.05944643020629883,-2.4128337869432945,0.3
0.004994841516017914,-2.410593891965609,0.075
0.0,-2.433205017393978,0.0225
0.00043124999850988386,-2.4521426709316114,0.03
0.0,-2.473222326467571,0.0075
0.0686681604385376,-2.5167542609954667,0.13
0.19994592666625977,-2.5383992315954593,0.4075
0.2013983154296875,-2.561500942908485,0.335
0.6323839569091797,-2.5768143184064276,0.795
0.7558486938476563,-2.587777933772382,0.8925
0.17173065185546876,-2.597367427257539,0.2175
0.00988095223903656,-2.6683461817546865,0.01
0.008014881014823914,-2.641669175701367,0.02
0.03883035898208618,-2.6650897523034476,0.0925
0.12415773391723633,-2.68688344711149,0.25
0.23280555725097657,-2.7051561041136365,0.4425
0.4884682846069336,-2.7207718395523455,0.8275
0.3106765937805176,-2.7359906868954735,0.52
0.06587003707885743,-2.75627539920355,0.105
0.03133630990982056,-2.8516204277689887,0.045
0.04269047260284424,-2.852903495832851,0.0625
0.0,-1.642863465528599,0.105
0.05127318382263184,-2.0430031384191194,0.1175
0.049452223777771,-2.0709940319227433,0.1525
0.011915569305419921,-2.119676596801793,0.0375
0.0183618426322937,-2.1417135194199743,0.0475
0.057518205642700194,-2.2535182093855433,0.1825
0.030816667079925537,-2.277031922436554,0.06
0.04577500343322754,-2.3064189203745604,0.0875
0.05018815994262695,-2.3176431153262333,0.205
0.04483333587646485,-2.3183028894164677,0.1625
0.1421958351135254,-2.332266830853719,0.4975
0.12074285507202148,-2.334406446103931,0.32
0.0045976188778877256,-2.39233513334526,0.04
0.077234525680542,-2.407556424584439,0.2075
4.999999888241291e-05,-2.424701279972132,0.0275
0.034148809909820554,-2.6042848509689445,0.035
0.07418055534362793,-2.680740816526561,0.0825
0.05635912895202637,-2.680610587891397,0.06
0.024133930206298827,-2.637143311322999,0.065
0.2453412628173828,-2.656089615798513,0.475
0.23165275573730468,-2.6802192304688837,0.36
0.4252301788330078,-2.697545937397145,0.88
0.5477410888671875,-2.711458082612285,0.9
0.20325794219970703,-2.72893511269504,0.6875
0.09938790321350098,-2.7458429467120737,0.2875
0.0,-1.631296830088013,0.01
0.024290573596954346,-2.212270203206134,0.1025
0.0,-2.2830911924442354,0.0375
0.0010476190596818923,-2.4101454643322717,0.0075
0.048224201202392576,-2.402879612829888,0.225
0.0,-2.584203777554026,0.0125
