time,t2m,tp,sm,vpd,spei,t2mmax,month
2019-04-01,0.7099576482031158,11.692273034430158,0.02638735343890898,0.5037440425176251,0.9095276713863818,1.5715968200940715,4
2019-05-01,1.5828451826450354,20.514420159585814,0.03099067461068139,0.8527388786852932,0.7236245012712389,2.669085558831029,5
2019-06-01,0.6224768912863953,24.626969160104057,0.02962458293957585,1.208369688403313,0.5775498336378408,2.014503832247788,6
2019-07-01,0.9470899265597532,28.090010436617998,0.0324876596574748,1.6402282373246742,0.5853254367918106,1.3467808432932422,7
2019-08-01,0.7136374920011747,24.86202822931255,0.03319033694157681,1.0900849736943534,0.7310426458474069,1.2380096001389105,8
2019-09-01,0.6181001650678822,49.97539871443483,0.03305446532387836,0.9730783496056032,0.7328345701821787,1.3844044189153164,9
2019-10-01,1.312922337153717,31.463098400001993,0.03352984801872445,0.4502363315524578,1.0778915786728993,1.748316370755404,10
2019-11-01,1.389241935621875,43.772309328164425,0.033522947838934496,0.26365341825843963,1.327849035928231,2.792809648391055,11
2019-12-01,1.2408217621062,15.988568579091186,0.025108789969045094,0.1297837620818143,1.054313560616992,1.4880121665432469,12
2020-01-01,2.1957056112795654,56.59980981556656,0.020069840493470888,0.10601749155621275,0.6296845253551886,1.797865038104575,1
2020-02-01,1.158450998872309,20.882156375103012,0.021073104567519083,0.2370750973033034,0.9339262592112845,2.106397947454043,2
2020-03-01,1.4301549293488756,19.594428241021685,0.02574159414059483,0.3953122467549699,0.9642442255557432,2.644012364058796,3
2020-04-01,1.2132982165350867,18.69931942510982,0.024807062745290008,0.5962786273257532,0.8162104374629628,1.7177509211365367,4
2020-05-01,0.8658484856531612,28.52336342710412,0.026656185330306434,0.59322593681256,0.7276593973055666,2.142096542684278,5
2020-06-01,1.3723317103153074,33.24326820164034,0.049358081065741875,1.797448756720693,0.7843639354156137,2.289685618494871,6
2020-07-01,1.1865454055333966,26.03655006902982,0.03455621302380879,1.3582235538374134,0.9124381141779939,1.1860162874113023,7
2020-08-01,0.9423878836607741,45.95367281790542,0.038641185731687955,1.557407924114569,1.0883387182218538,1.298376402196688,8
2020-09-01,1.2438442318304235,29.111389568940577,0.041420054561741165,0.8939841713957505,1.0187729422388736,2.089899146169823,9
2020-10-01,1.1067972339826755,24.673832940925386,0.04494232362162156,0.3693105389517957,0.9239823884046898,2.717483018577237,10
2020-11-01,1.4455338304054581,22.869314297157526,0.03879232042913799,0.342097829690321,0.9039951977115284,3.0035004925473467,11
2020-12-01,1.4227450883071495,23.367625496005292,0.03693020690941218,0.26529313482558137,0.8544224581725633,1.8080384334493653,12
