time,t2m,tp,sm,vpd,spei,t2mmax,month
2021-04-01,1.7006031104855994,22.980227728714798,0.026033052342465782,0.4909882667276932,0.960662220028327,2.2952868840951757,4
2021-05-01,0.9996360540314303,18.21471313555009,0.021854390052567566,0.6363947720543858,0.893046723176989,2.351053663325023,5
2021-06-01,1.4511601191330918,28.653957169115607,0.03479169967831175,1.768548598454311,0.9507890693630451,4.3303351932730845,6
2021-07-01,1.101531505513759,25.616238088996823,0.03699057379379481,1.6867875811905448,0.8341896582324659,2.737391848274405,7
2021-08-01,0.4821010071250343,27.47740130795815,0.03206732234210969,0.7406892245834382,0.7341934511829622,1.5029868379752311,8
2021-09-01,0.8862656800733307,38.70571396085055,0.025666825509163257,0.714771390294119,0.7254351387163226,1.3435818458949398,9
2021-10-01,1.8749708586757927,32.99096887574429,0.02309020511202804,0.4020268584432701,0.7977349469176948,3.3823249579624397,10
2021-11-01,1.435169375134186,51.86290875479129,0.016851968135584657,0.189213974360105,0.9148841689002545,1.430824679359746,11
2021-12-01,2.405129932781691,28.168902753910277,0.014476805149316457,0.07627679664958588,0.8813647661814736,5.230752969365879,12
2022-01-01,1.8428573909991235,19.129916736324024,0.013586449467938837,0.08694121463608061,0.9687651110191787,2.985822652477943,1
2022-02-01,2.833918912090765,32.150483884489184,0.014541936699785018,0.11860319314233646,1.3157494847102325,2.649597300080876,2
2022-03-01,1.391552187929761,16.491194920068814,0.016912457786746746,0.12970457345571382,1.408749501555362,2.620791110852468,3
2022-04-01,1.0464233945706498,25.25615915850454,0.02017873167239118,0.31075056934735623,1.1381491250582592,2.033273908617613,4
2022-05-01,1.2836741939888958,27.378606884491724,0.024605392671134273,0.7453939836385468,0.7674135278894944,2.5483720359938506,5
2022-06-01,1.2680127350825041,27.28517913816095,0.030086950924941545,1.1875490193374623,0.8920196617964561,1.8336884656716197,6
2022-07-01,0.6728337636373927,24.02357921826641,0.027437021239755166,0.8315005309754844,0.6858899184688199,1.6247730094152597,7
2022-08-01,0.8864449683170941,19.22286607627185,0.02936500974709074,1.1115239520838003,0.6863912241433233,1.3934124887495452,8
2022-09-01,0.8611454993838495,28.17324456274802,0.03665712241259166,0.9760296575324202,0.6491171165305867,2.4304204514969676,9
2022-10-01,1.3647219610978432,33.04014988847992,0.053183958946572435,0.6015237688385273,0.7166278001869003,1.8456695513695507,10
2022-11-01,1.9358936141015253,52.78560652262407,0.03397692918952465,0.21054480870104084,0.685526825527001,2.2169943845360236,11
2022-12-01,2.1163277675813985,39.058279634227596,0.02925991439836423,0.12150570040556068,0.7124353870943557,3.1829768221788295,12
