year,t2m,tp,sm,vpd,spei,t2mmax
2020,-0.3452712471805944,-4.220914234397605,-0.014064076758451702,0.3283827734023217,-0.10982995279551787,0.09499121515282519
2021,0.9504911246809673,-6.4925777017634685,-0.01349864823976816,0.725801329843836,-0.42986284425669735,1.9371874658714614
2022,0.612271860062644,-9.725328530339485,-0.012110971154729406,0.3361305366026132,-0.3035357875995984,0.6233595041481327
2023,2.3216414578240476,-38.45385631970828,-0.028465479938907252,1.0878282131744237,-2.4708944254824665,2.5774117270183075
