time,t2m,tp,sm,vpd,spei,t2mmax,month
2020-04-01,1.3080804825987025,21.242489606789437,0.02182995402819984,0.43782699306598694,0.8342447065983202,1.8705805339367816,4
2020-05-01,1.176768950512023,24.32535106265674,0.021991325929025748,0.6176866521080399,0.8128947913826026,2.5436292631716984,5
2020-06-01,1.0513043190119395,26.129856973144488,0.03131951811321668,1.1634299869480411,0.8043018353605226,2.471953904707036,6
2020-07-01,1.45984357401976,30.337524945366866,0.03059700298541856,1.2534289810959642,0.8892956904693964,1.3244113442544299,7
2020-08-01,0.9116971668226276,39.60935793985982,0.033111011701511546,1.2485109771266494,0.9778801259804072,1.3851839596394337,8
2020-09-01,1.5895728809930796,21.838771955534902,0.030860220550867623,0.7979829397888603,0.8822444953528826,2.259010643736977,9
2020-10-01,1.2548032401998357,29.07932011084195,0.027744861153919782,0.2842785251601593,0.8208611439581402,3.438369868630613,10
2020-11-01,1.4829115635726628,18.37675193859805,0.02153046443061758,0.18555027045306297,0.7507596246567025,2.812998372509342,11
2020-12-01,1.2890887641569126,21.217307702859987,0.02147160002151175,0.18334502053186902,0.8747500347522661,2.8941216579491695,12
2021-01-01,1.668473434646851,17.49571642705218,0.016318080566350424,0.14941201185425246,0.9719241876039914,1.7542863378813072,1
2021-02-01,1.9966957928938789,19.61281979565616,0.01470507100197724,0.1345449245918363,0.9605374454106823,3.1737532525044387,2
2021-03-01,1.8587525747973814,23.29521981093131,0.023720579764795212,0.39548475008243994,0.8907219139582617,2.6913051332242537,3
2021-04-01,1.2103540478991932,18.56307332984768,0.02916593552232683,0.4973771461438798,0.8884718497776039,2.31608107345622,4
2021-05-01,1.0740752748513438,20.449910335309994,0.02813303826045818,0.7539531640107177,0.8763056231325059,2.7363181767695175,5
2021-06-01,1.4849550858127563,31.90315034480378,0.0412513652099456,2.0262236177994937,1.0340138721672696,4.306468188197862,6
2021-07-01,1.1434057740575376,23.55630626944864,0.03906974229080114,1.9428888474110901,0.9589987069977459,2.417408795800072,7
2021-08-01,0.5931818430170146,37.318761497914565,0.030600970094931713,0.9344172103580665,0.7632241353193682,1.1748630968164193,8
2021-09-01,1.0201479845140233,38.13974518737027,0.027230308253498568,1.1003429663047242,0.7409992925525725,1.33071821479163,9
2021-10-01,2.056758249481187,26.424834535356496,0.029005697190435838,0.5117816681922134,0.8301015850783925,4.0457649873020864,10
2021-11-01,1.0922461516501456,37.451371243299505,0.022004140813567996,0.22796402992395837,0.9936029886335124,1.430909346251026,11
2021-12-01,2.2995698819260846,19.58059140266532,0.019438539996971132,0.0747874201076838,0.7496769355290474,4.9838923984075105,12
