time,t2m,tp,sm,vpd,spei,t2mmax,month
2019-04-01,0.7815797353549128,-1.3795166453360552,0.0026646056601203473,0.22697935025447447,-0.3639519234800312,-0.8205295439959458,4
2019-05-01,-0.441938990276818,-28.170193601896212,-0.016873187222270717,0.33656599457572584,-0.724054243784813,2.0978795284279608,5
2019-06-01,0.2825639684920389,-6.9043921781213164,-0.036458428624781276,1.025810777144661,-0.423256524466911,0.909233521285163,6
2019-07-01,-0.20656195016042386,7.66416894460208,0.002725008375549822,-0.24277112281257204,-0.32383712263265985,-1.0092450907427446,7
2019-08-01,-0.7038688767312078,6.363317521830104,0.002973555924286397,-0.30766520507950695,0.055008343780072765,-0.8511376962798995,8
2019-09-01,-0.2626199448286341,55.957678932745374,0.044899330126775036,-1.3878359929351736,0.9010430762251253,-0.20603156048403115,9
2019-10-01,-2.2126329719683224,18.855855510486673,0.048489074365476226,-0.6701161607340883,1.4097727145154066,-2.844808894647378,10
2019-11-01,-0.6918864766168439,-9.013810190334956,0.020439075968856912,-0.08547872339193541,1.3446277553279513,-2.890416475113971,11
2019-12-01,1.0472228155873597,-4.4691759922590055,0.019950376778313534,-0.05800257275758055,0.5236188333957049,-0.27267952680506846,12
2020-01-01,0.8613016432017255,18.335731619859256,0.013668034157861903,-0.00905955006942246,-0.04102590498128293,-0.6917093279966844,1
2020-02-01,2.053345051635493,0.2811768421460898,0.010610608823518851,0.12877040395142633,-0.19011157025743133,1.8803247967921188,2
2020-03-01,0.08178841236181592,-8.921668731988607,0.004384820770651351,0.05684747973385883,-0.14719496688315029,-0.1396258729561963,3
2020-04-01,-1.476895314927573,-9.266499057451187,-0.00516282317789756,-0.12400695929798021,-0.10063432105555756,-0.19263705915610596,4
2020-05-01,-0.29348545745579563,-22.53871012979767,-0.01153048084009248,0.02192691038392571,-0.3317575669555503,-0.2081939609575922,5
2020-06-01,0.5218953875686145,6.456339573512995,-0.018070039349952514,0.6352598959196388,-0.08563094083487509,0.45563518186974544,6
2020-07-01,0.3918737278947824,18.9153650275078,0.013641821022652727,-0.13240060932817999,0.05447544948944489,0.5505661821799602,7
2020-08-01,0.72346722109991,3.73357638908226,-0.015920075242388313,1.122485771086582,0.1621611979770682,0.8393466729032862,8
2020-09-01,-0.08906729790732223,-15.864502731366107,-0.02774481819616832,0.6890635952996804,-0.13637689727924737,-0.8126347024599775,9
2020-10-01,-2.1946869965367766,-10.981968712271327,-0.03366212152531546,0.08635080975258504,-0.33104659090990785,0.03285619169046011,10
2020-11-01,0.4200502979027959,-1.5594622699230059,-0.02260997948661306,0.16299862020361994,-0.3972443607384964,4.038474248994977,11
2020-12-01,4.167758293516352,1.0631324933529827,-0.021744495879549623,0.26642042276302946,-0.12268676329487296,2.5734736988274713,12
