time,t2m,tp,sm,vpd,spei,t2mmax,month
2022-04-01,1.4564859080661434,21.954773869841205,0.01928250543433192,0.3673462548508786,1.0601995860406546,2.204062637489459,4
2022-05-01,1.5362187821320226,26.839935666469298,0.027341225541075806,0.8234019083885827,0.9645683292874615,2.3010801068450006,5
2022-06-01,1.231186176617297,26.344605632982322,0.02913710784671976,1.236773400570827,0.8657223148999499,1.9067504172292622,6
2022-07-01,0.870498244680609,32.799201643004,0.028963037329814076,0.9098965949662712,0.7424660741891614,2.128070112748254,7
2022-08-01,0.9631359435453221,19.366386949529954,0.031225011902147867,0.9756022668246558,0.8966701973176703,1.3145855317475215,8
2022-09-01,1.0913844768197576,27.063286945437245,0.04055656073641138,0.9725481254136826,0.6046280116437168,2.3415292703724107,9
2022-10-01,1.3738074110204836,23.969758481300126,0.06036670354092556,0.61360342157534,0.6419457431988376,2.1489725338762016,10
2022-11-01,1.78407043169127,33.23330243569032,0.04391493975123879,0.15242922074462237,0.6235764806596306,3.329895502261402,11
2022-12-01,3.371154853583193,26.14823773338923,0.037750816892232426,0.12067287829192029,0.6624798899785103,3.1644536461154185,12
2023-01-01,1.7425570088817561,26.97420734740047,0.03616297283724868,0.058629225245713866,0.5540941107492713,2.3641193012625212,1
2023-02-01,1.75403712505943,11.177522093310724,0.033333329950118507,0.05624959432647105,0.5356700923165273,3.462367632018807,2
2023-03-01,1.9545003519061548,25.373040429510144,0.03499322780717154,0.1703605940170834,0.3877140771666831,3.1358001732860967,3
2023-04-01,1.786923284287549,13.27026687169638,0.02221525518617793,0.3344912106708626,0.4863947263289134,3.307389162414317,4
2023-05-01,2.471126386847434,17.400982895043548,0.03800542030324341,1.7244201937130788,0.5356926107789375,2.2068880934211283,5
2023-06-01,1.2750567317437935,23.475624184024422,0.04693023122995396,1.3915020877875623,0.45724631460278164,1.5779068696167509,6
2023-07-01,1.79493046371421,17.445193810821536,0.037488120088415705,1.579775469588977,0.36314390581373235,2.14735132635861,7
2023-08-01,1.175675694320083,18.693655329086997,0.03549614659486223,0.8767156425769114,0.45824218844821474,1.9729203035559655,8
2023-09-01,1.16737388181216,27.81461102764431,0.03419104263490909,0.7414398382670596,0.5113288365880552,1.7486104761607983,9
2023-10-01,0.9754038301126888,27.36154833346822,0.028543094762920843,0.30689719811618077,0.48023666777405377,2.562010328773488,10
