EBA,spei,BA
0.0,-0.9265459509826067,0.0325
0.0,-0.9102840077962878,0.0425
0.0,-0.1547651410574518,0.02
0.0,-0.17537835402293478,0.225
0.0,-0.1829346147140573,0.015
0.0,-0.20755592427478417,0.1
0.0,-0.3950631486192774,0.06
0.0,0.10500258606577943,0.025
8.223684504628181e-05,-0.21525846063124418,0.045
0.00021381577476859093,-0.36346552719175634,0.06
4.934210330247879e-05,-0.34634488833578236,0.015
0.0,-0.8263737984011674,0.0175
0.0,-0.7948604410991494,0.0525
0.0,0.12620334352505996,0.02
0.007828633785247802,-0.1989593486258198,0.025
0.002180764377117157,-0.15179793307810713,0.005
0.01357800602912903,-0.101755233758801,0.055
0.0,-0.9061051834120286,0.0425
0.0006430137902498246,-0.2329610568829658,0.015
0.002346334606409073,-0.1826005389735919,0.04
0.0,-0.8808771930864859,0.085
0.002362781912088394,-0.4092059442264923,0.035
0.0006578947603702545,-0.4233012916043499,0.005
0.005013471245765686,-0.33958002749968536,0.0825
0.002521616518497467,-0.2621068171662122,0.0425
0.00028900377452373505,-0.20133811504516114,0.01
0.010731673240661621,-0.18109633808778608,0.05
0.052313284873962404,-0.15735671998304657,0.27
0.015834742784500123,-0.14808869193463942,0.0825
0.0,-0.04323840592493825,0.01
0.0,-0.04362599015955321,0.01
0.0,0.03501963798869791,0.045
0.0,0.06082463789557186,0.01
0.0,0.0937950625137722,0.03
0.0,0.1582525337803513,0.1425
0.0,0.1790506752788621,0.1325
0.0037957394123077394,-0.7807519291172251,0.025
0.02295316219329834,-0.8137245317192523,0.1
0.005174655318260193,-0.24991167421541544,0.015
0.01152803897857666,-0.22377120641790452,0.06
0.0,0.1294224645397732,0.02
0.0,0.2613537018290879,0.015
0.0,0.2587094000907311,0.015
0.0008728070557117462,-0.30541477782043963,0.02
0.0032324561476707457,-0.3136008406419141,0.025
0.00809445559978485,-0.8324847640556143,0.035
0.007278069853782654,-0.40148131717707064,0.0375
0.0,0.19251642335599026,0.03
0.0,0.16595314660823268,0.015
0.0,0.11958150416079767,0.0775
0.0,-0.9405081767007788,0.005
0.01159210443496704,-0.8335948593580121,0.015
0.01698684096336365,-0.42510798025771956,0.0775
0.0,-0.8454386759777923,0.0075
0.0,-0.731781434563584,0.025
1.879699295386672e-05,-0.8079481622306444,0.01
0.0006372180581092835,-0.8006795420446652,0.2
9.304511360824107e-05,-0.790861531367783,0.2125
0.0,-0.029228114432319957,0.015
0.00019642857834696769,-0.8297992392575068,0.025
0.0,-0.8210721249618773,0.1
1.879699295386672e-05,-0.7940788271481933,0.025
0.010867104530334473,-0.8072821446267421,0.015
0.0,-1.0471677902436818,0.005
0.0,-1.059593550344569,0.01
0.03616384506225586,-0.3901325385247007,0.0475
0.031401159763336184,-0.40373748859616676,0.0425
0.06371412754058838,-0.6082024556022366,0.1
0.015334272384643554,-0.6281250647146861,0.04
0.002212499976158142,-1.0148961422945946,0.01
0.020676190853118896,-0.9938769855598083,0.09
0.0,-0.1639675882011579,0.015
0.0,-0.1463412232209875,0.07
0.0,-0.5721232882189035,0.02
0.04812421798706055,-0.3895076122656492,0.085
0.04290601253509521,-0.3772748766199605,0.05
0.004782894551753998,-0.6366683494615707,0.01
0.06779558658599853,-0.6334537735193851,0.165
0.22345205307006835,-0.6225270087900789,0.345
0.038527097702026364,-0.6014577705340548,0.07
0.0,-0.5758056990453302,0.0225
0.04919374942779541,-0.9578382805888763,0.1225
0.16423126220703124,-0.9375637850665937,0.295
0.0,-0.5661911133170037,0.0075
0.018164474964141846,-0.5713315866609923,0.0575
0.10158380508422851,-0.5850858551319333,0.1825
0.036367478370666506,-0.5784108969871162,0.1125
0.0008469611406326294,-0.5159700423814964,0.05
0.02164901256561279,-0.7258823009043531,0.045
0.0016250000894069672,-0.7289968535479848,0.005
0.0,-0.11311069931161229,0.06
0.0,-0.016333514104229514,0.0075
0.019679275751113893,-0.5167101107209615,0.0375
0.15880393028259276,-0.5194697448218867,0.2125
0.12879136085510254,-0.5201038313286185,0.2575
0.029720041751861572,-0.5097467682113347,0.145
0.09331296920776368,-0.49800923451759377,0.3
0.033246359825134277,-0.47957505642971476,0.1525
0.021995067596435547,-0.7072999632058684,0.03
0.4140378189086914,-0.7000941441466557,0.485
0.46844703674316407,-0.6902540998322395,0.57
0.48863319396972654,-0.6880189779437519,0.7375
0.6310082244873046,-0.6866157194751629,0.855
0.4515292739868164,-0.6849541884840356,0.555
0.06872105598449707,-0.6823341651351716,0.0825
0.0,-0.04160583293479047,0.0075
0.0,-0.039017317343978286,0.0625
0.0,-0.03488843759780103,0.015
0.018959115743637085,-0.7319905311046411,0.055
0.2336661148071289,-0.48912394113593305,0.3475
0.5280462646484375,-0.4836872310158742,0.7975
0.39578853607177733,-0.47745047388805,0.695
0.6885240936279297,-0.47289415286431274,0.87
0.37896923065185545,-0.4643099453287681,0.625
0.0009962406009435653,-0.4542684465122642,0.02
0.017668702602386475,-0.38515692171251975,0.1675
0.009802475571632385,-0.37706195652304747,0.075
0.01587499976158142,-0.6193761418180493,0.0175
0.0,0.044379594974172196,0.0125
0.0,0.03447618258630571,0.0025
0.08048507690429688,-0.5298420379705181,0.095
0.008929510712623595,-0.5162657548709807,0.0325
0.2501690673828125,-0.49353696003057224,0.325
0.1256081008911133,-0.4760148783805412,0.1775
0.0,0.037747439813425925,0.0125
0.0,0.020162735163355063,0.0025
0.0,-0.04353919772202837,0.01
0.0,-0.05775733797528708,0.015
0.0,-0.5492532890436482,0.005
0.09212844848632812,-0.5412618397064134,0.585
0.2041307830810547,-0.5885806936940196,0.435
0.0902500057220459,-0.60173995111487,0.185
0.018398903608322144,-0.5400017002879836,0.2325
0.0679879379272461,-0.5457742524683385,0.305
0.09691315650939941,-0.5465782014616283,0.45
0.12372828483581542,-0.5465754893208069,0.425
0.1602644729614258,-0.545811561438702,0.3975
0.09410592079162598,-0.5411457050018528,0.2625
0.017388815879821776,-0.5363363988264976,0.0525
0.011188157796859742,-0.6704257607251832,0.015
0.3256075668334961,-0.6759310326147167,0.35
0.20602399826049805,-0.6854102811402366,0.2375
0.0901249885559082,-0.7021359083280577,0.15
0.3545049285888672,-0.703437997234135,0.405
0.05377500057220459,-0.7163597029150905,0.055
0.0,-0.07815335565034642,0.015
0.03233959913253784,-0.3296321790319759,0.035
0.02134523868560791,-0.32544855083476193,0.06
0.005295425653457642,-0.3355159878410296,0.01
0.003977130353450775,-0.5977515374646065,0.03
0.09643876075744628,-0.606423277217237,0.15
0.07871975898742675,-0.589947933858529,0.135
0.07063179492950439,-0.4698283046609405,0.23
0.02293750047683716,-0.4881770692945095,0.3475
0.021271491050720216,-0.4999117683090725,0.1375
0.06782851219177247,-0.5073306120432474,0.375
0.09975263595581055,-0.5128359403224024,0.565
0.10924320220947266,-0.5118424219697917,0.3725
0.3987765121459961,-0.5135374161927627,0.75
0.46852344512939453,-0.5119103179075217,0.955
0.18059452056884764,-0.5066681942344741,0.565
0.0018256577849388124,-0.5086741431446378,0.0175
0.06097500324249268,-0.688317004346925,0.0625
0.2206884765625,-0.6853005543468902,0.255
0.014306250810623169,-0.6858999779476267,0.0175
0.0,-0.0297233762431236,0.015
0.0,-0.0857056094569212,0.0075
0.0,-0.09535308628105817,0.0375
0.02763223648071289,-0.4402780640270971,0.105
0.079734206199646,-0.4543862023952419,0.1975
0.030866448879241944,-0.46841635287525857,0.0425
0.0,-0.7795634783598502,0.0725
0.0,-0.7880904404166128,0.0725
0.006818138957023621,-0.4866325944477591,0.03
0.03115084648132324,-0.21725379174009968,0.205
0.020211153030395508,-0.24122431911387893,0.1025
0.0,-1.304803930929086,0.015
0.00025093985721468925,-0.5149170475240694,0.005
0.15606109619140626,-0.47279107610434307,0.465
0.04697509288787842,-0.4508521237332233,0.0975
0.0,-0.3812826168285035,0.0125
0.001772243082523346,-0.19416963736949167,0.01
0.004500000178813935,-0.6231993197611277,0.015
0.0,-0.043069106862060856,0.015
0.0,-1.2690789956423727,0.125
0.0,-1.271050873721103,0.1475
0.0012336701154708862,-0.5311999531418776,0.025
0.036260337829589845,-0.23818610763606346,0.0725
0.15974028587341307,-0.2300073002110805,0.235
0.004905075430870056,-0.22169474690658572,0.01
0.009946428537368775,1.13487429303891,0.01
0.0,-0.03555187960209982,0.035
0.0,-0.046336090721666556,0.2125
0.0,-0.05690583575867144,0.03
0.0,-1.2688960823041007,0.205
0.0,-1.2696925264188788,0.03
0.0,-0.2989208634472261,0.015
0.0,-0.306042695751006,0.035
0.05854067802429199,-0.9416102494812539,0.0825
0.043294639587402345,-0.9458211540630509,0.0475
0.025184524059295655,-1.4410794167672003,0.035
0.30281845092773435,-1.4337249724556078,0.4425
0.42035713195800783,-1.4408361683425324,0.67
0.079410719871521,-1.4530930899951537,0.1125
0.00012500000186264516,-1.3451014744005414,0.015
0.0,-0.017156239869471172,0.0425
0.0,-0.042915200843694636,0.01
0.0,-0.04809069516073851,0.005
0.0,-1.2582227099380294,0.015
0.0,-1.2628473014605321,0.1475
0.015905702114105226,1.1157857554579518,0.02
0.08179365158081055,-0.9886434796314546,0.105
0.3785123825073242,-0.9898690640996373,0.6
0.3472261810302734,-0.9899665320555974,0.5375
0.09514880180358887,-0.9854458335441941,0.23
0.09349503517150878,-0.9794922708963895,0.115
0.05650049686431885,-0.9719030661352411,0.06
0.03712500095367432,-1.3944675872811385,0.05
0.08597838401794433,1.1415793545732806,0.1125
0.0044583332538604735,1.1655537011418655,0.0075
0.0,-0.6587376602799451,0.025
0.0,-0.6449555561081032,0.06
0.16268402099609375,-0.6657273666402913,0.275
0.20600297927856445,-0.6951883244008731,0.3425
0.22969097137451172,-0.7264581372574261,0.3725
0.15693897247314453,-0.7590529409914214,0.2925
0.06101736545562744,-0.7974701178439476,0.205
0.009147321581840515,-0.836152906531187,0.03
0.0,-1.322393554315117,0.015
0.0,0.06531703394231457,0.02
0.07454977989196777,-0.1308101802992999,0.14
0.3769089889526367,-0.14365343638195904,0.5225
0.10665175437927246,-0.15120531486577987,0.1475
0.00520039677619934,-0.6527713474572979,0.0175
0.005397321581840515,-0.6827374240452395,0.0225
0.02537351131439209,-0.7261696995414534,0.0825
0.025705854892730712,-0.7767209706794083,0.0975
0.2487261962890625,-0.2864549324021162,0.335
0.10599554061889649,-0.28859586823810346,0.1225
0.0,-1.3580588838268233,0.02
0.02342149019241333,-0.11879803906720221,0.025
0.02449429750442505,-0.10381764284068469,0.05
0.09007143020629883,-0.30710484115234365,0.195
0.14120882987976074,-0.2931090727862427,0.155
0.02570535659790039,-0.09586412048207503,0.03
0.009907737970352173,-1.4090062598929898,0.02
0.0033928573131561278,-1.424051467597948,0.005
0.0,-1.3571246854164003,0.0075
0.07207380771636963,-0.35508264300752534,0.1725
0.1695505905151367,-0.3733419542536888,0.26
0.013097620010375977,-0.39120440815838453,0.0175
0.0,-0.42466635609590336,0.015
0.005,-0.27834942279626146,0.005
0.29429710388183594,-0.27817547261851555,0.325
0.7069940185546875,-0.07312120868865499,0.9175
0.048931550979614255,-1.3564402073439636,0.0675
0.2600568389892578,-0.509939049955137,0.3675
0.3992530059814453,-0.468208844750632,0.53
0.014247618913650513,-0.4322884764865677,0.0225
0.07676933765411377,-0.3248920072450501,0.095
0.26890872955322265,-0.30636287191410067,0.41
0.12818452835083008,-0.29821688384278433,0.36
0.013842263221740723,-0.3001360790994762,0.0475
0.0025476190447807313,-0.04870192856522843,0.0075
0.15068750381469725,-0.04515470217272816,0.165
0.018291666507720947,-0.041120456412008996,0.0225
0.0,-1.3052499974776828,0.015
0.017029762268066406,0.03588435519172539,0.065
0.062428884506225586,0.057274403926084946,0.21
0.02427500009536743,-0.5290218023340763,0.045
0.038187499046325686,-0.5018037291560667,0.04
0.013018640279769898,0.1830385397291863,0.0175
0.10909144401550293,0.039913015089380895,0.21
0.0947574520111084,0.045523407991758295,0.2275
0.04701250076293945,-0.04512718740424293,0.055
0.012538690567016602,-1.336200971154512,0.015
0.0,-0.03963907326371076,0.01
0.0009318609535694122,0.38684463737763014,0.035
0.04372083187103271,0.010190216178040596,0.115
0.01884999990463257,-0.001286248181464373,0.03
0.009710813760757447,-0.5323012195727613,0.015
0.01803769826889038,-0.24417839544599454,0.02
0.025847222805023193,-0.29074300736549413,0.035
0.0002380952425301075,0.02363840701969428,0.0075
0.0,-1.317305051335973,0.0625
0.0,-1.2938897667167812,0.065
0.0,-1.1013131956039084,0.0275
0.0,-1.4633721363077064,0.015
0.0,-1.4501253231367806,0.0175
0.0,-0.5359997417484944,0.3475
0.0003541666641831398,0.34508510410919246,0.0125
0.03744999885559082,0.024210125481951117,0.085
0.06515297889709473,0.021844816648928362,0.1475
0.00847023844718933,-0.6437761168297197,0.015
0.04187103271484375,-0.29035301964286786,0.0475
0.013109126091003419,-0.9890028625562762,0.015
0.04816864967346191,-1.0169803028554278,0.0775
0.1658978271484375,-0.3914848180210954,0.18
0.004691468179225921,-0.581359165598812,0.04
0.0002410714328289032,0.053185337604052675,0.0075
0.0,0.17288735177693898,0.015
0.0,-1.3326558299495754,0.045
0.0,-1.3115842066063073,0.035
0.0,-1.2845553194710053,0.0325
0.0,-0.4494964998034683,0.0525
0.050424599647521974,-0.36386416206815353,0.055
0.06864583492279053,-0.3667977876878953,0.105
0.002232142835855484,-0.8775652292695769,0.01
0.10066071510314942,-0.8639915777767595,0.2075
0.17922319412231447,-0.8797664540450213,0.2075
0.06902082920074464,-0.9058405354611233,0.085
0.0716785717010498,-0.9343142116906018,0.085
0.02,-0.9596343590355481,0.02
0.03874107360839844,-1.0030805715728606,0.0575
0.0,-0.04675656808083089,0.015
0.0,-1.37454885336752,0.015
0.0,-1.3425088311570768,0.015
0.0,-1.3203310870797291,0.0275
0.0,0.01624120878945715,0.01
0.5220426177978515,-0.27974410343011524,0.64
0.012015873193740844,-0.28042722315574475,0.0125
0.17821428298950195,-0.7715444816753705,0.2275
0.4185267639160156,-0.7965227303955128,0.4875
0.5021041870117188,-0.8204459320632392,0.6275
0.5480327606201172,-0.8441277852082789,0.725
0.42728271484375,-0.8699995481474966,0.535
0.3619791412353516,-0.8948879084423108,0.4775
0.1577827262878418,-0.9785787733022673,0.2025
0.18423213958740234,-1.0652339988813109,0.2425
0.0,-1.2755892620845726,0.015
0.0,-1.2852606651890999,0.0075
0.0,0.23525571984057372,0.02
0.0,0.09661660872227547,0.0125
0.013999009132385254,-1.0842733431385099,0.0275
0.01943551540374756,-1.1121506160927592,0.035
0.09266071319580078,-0.9086484679421041,0.125
0.03256051540374756,-0.8996529042357667,0.1175
0.00022123016417026519,-0.8954877637960568,0.02
0.0062916666269302365,-0.7652327062350496,0.0075
0.03974107027053833,-0.7827809304296025,0.0475
0.10519641876220703,-0.8087632929080596,0.1375
0.13144345283508302,-0.8558556662204823,0.1675
0.12311607360839844,-0.9184811559324844,0.1825
0.12391071319580078,-0.9639338012317759,0.1375
0.1053273868560791,-1.021551361156926,0.1275
0.0,-1.0461265951427037,0.01
0.0,-1.2060902755749652,0.015
0.0,-1.2058288161085051,0.0075
0.0384407901763916,-0.12695380718711988,0.06
