year,area,threshold,model
2088,9016782239150.266,n21,ukesm
2089,22460511003340.43,n21,ukesm
2090,41043601295885.27,n21,ukesm
2091,4204242928878.3584,n21,ukesm
2092,64987270667963.56,n21,ukesm
2093,69091536734398.5,n21,ukesm
2094,25407816928582.46,n21,ukesm
2095,10955905664204.307,n21,ukesm
2096,15534791709677.762,n21,ukesm
2097,14559454788108.223,n21,ukesm
2098,17402056200665.453,n21,ukesm
2099,48573430210708.14,n21,ukesm
2100,26264848700661.344,n21,ukesm
2031,7869219927814.511,n21,mri
2032,1056773972732.9889,n21,mri
2033,3011273790488.2485,n21,mri
2034,3987850114039.5215,n21,mri
2035,3921255217760.804,n21,mri
2036,3162493072595.8657,n21,mri
2037,1788798440328.0063,n21,mri
2038,2739034272226.0264,n21,mri
2039,3802510990732.4165,n21,mri
2040,4573859293480.636,n21,mri
2041,5022646375734.324,n21,mri
2042,6096392381007.833,n21,mri
2043,6343470306733.02,n21,mri
2044,7228067173033.486,n21,mri
2045,12095648984017.637,n21,mri
2046,3966899944438.58,n21,mri
2047,12575474172068.117,n21,mri
2048,3577542789378.5146,n21,mri
2049,92527603766.80035,n21,mri
2050,8847660199211.941,n21,mri
2051,16020531871290.035,n21,mri
2052,364268614931.6491,n21,mri
2053,2720289885274.23,n21,mri
2054,4191297203376.3643,n21,mri
2055,8064946588354.441,n21,mri
2056,5197660554763.7295,n21,mri
2057,1500847089322.6697,n21,mri
2058,5093092119660.623,n21,mri
2059,2705053378890.4395,n21,mri
2060,7517561547807.338,n21,mri
2061,2861587272107.66,n21,mri
2062,1503731706597.648,n21,mri
2063,4964341115287.271,n21,mri
2064,3993566099989.251,n21,mri
2065,3607798218638.7686,n21,mri
2066,12421394215109.68,n21,mri
2067,1396686747945.1226,n21,mri
2068,2627803187018.492,n21,mri
2069,8381681589006.945,n21,mri
2070,1378700575623.1877,n21,mri
2071,896317840502.1676,n21,mri
2072,1395419391706.2676,n21,mri
2073,3878849774491.6514,n21,mri
2074,3380730443639.683,n21,mri
2075,7491074981627.969,n21,mri
2076,6629392832113.477,n21,mri
2077,1672929754823.141,n21,mri
2078,10279522598929.598,n21,mri
2079,5342622651513.1875,n21,mri
2080,3634981862335.988,n21,mri
2081,1082118334461.7151,n21,mri
2082,3195598677958.7363,n21,mri
2083,1006334793146.3,n21,mri
2084,1442692354269.3716,n21,mri
2085,2372645850539.352,n21,mri
2086,10035568519155.102,n21,mri
2087,2465263560786.692,n21,mri
2088,4411058143928.68,n21,mri
2089,4717284105582.666,n21,mri
2090,5870752655951.412,n21,mri
2091,9558821472897.697,n21,mri
2092,4017881873257.5205,n21,mri
2093,17691054136577.47,n21,mri
2094,3124788813120.582,n21,mri
2095,5445496518530.34,n21,mri
2096,9312615163098.848,n21,mri
2097,4474211457948.965,n21,mri
2098,8449032813620.072,n21,mri
2099,13423899703394.637,n21,mri
2100,987479024287.8591,n21,mri
2031,33272912567088.688,n15,mpi
2032,28194548338532.273,n15,mpi
2033,60585177749657.52,n15,mpi
2034,35035934848169.145,n15,mpi
2035,116334413670666.12,n15,mpi
2036,47820160851500.55,n15,mpi
2037,30716352816203.33,n15,mpi
2038,40011591456940.66,n15,mpi
2039,35225904359567.06,n15,mpi
2040,72538947115705.0,n15,mpi
2041,56377777685602.16,n15,mpi
2042,17320354551563.494,n15,mpi
2043,86970248656055.6,n15,mpi
2044,91781836249694.78,n15,mpi
2045,73459104478267.67,n15,mpi
2046,56788977010990.53,n15,mpi
2047,48602576526419.64,n15,mpi
2048,19473491653517.36,n15,mpi
2049,29141745839742.46,n15,mpi
2050,38764939243293.61,n15,mpi
2051,30935894242013.43,n15,mpi
2052,63310465345759.45,n15,mpi
2053,63188280649546.4,n15,mpi
2054,63074299231999.91,n15,mpi
2055,65314466968564.25,n15,mpi
2056,90722159328553.38,n15,mpi
2057,70576563151530.33,n15,mpi
2058,35330448761401.63,n15,mpi
2059,43742307386381.69,n15,mpi
2060,76113335570283.12,n15,mpi
2061,26974686725907.47,n15,mpi
2062,55288222696911.97,n15,mpi
2063,15568533264267.914,n15,mpi
2064,72250278477755.62,n15,mpi
2065,63341181122225.75,n15,mpi
2066,43678943438728.31,n15,mpi
2067,135403522625144.12,n15,mpi
2068,27486180447229.59,n15,mpi
2069,38968934316790.33,n15,mpi
2070,126664591307348.23,n15,mpi
2071,32080212562053.113,n15,mpi
2072,54598869605289.86,n15,mpi
2073,41986445407294.45,n15,mpi
2074,54795649682431.76,n15,mpi
2075,67505891779777.66,n15,mpi
2076,83927598018999.8,n15,mpi
2077,99717777678341.1,n15,mpi
2078,51706332703013.99,n15,mpi
2079,25590074578451.133,n15,mpi
2080,33998553892194.87,n15,mpi
2081,25411109852885.426,n15,mpi
2082,40672861254485.42,n15,mpi
2083,81998520784679.73,n15,mpi
2084,80298308983605.27,n15,mpi
2085,46844948797455.82,n15,mpi
2086,66847440437302.97,n15,mpi
2087,41316226650740.24,n15,mpi
2088,12366062786864.625,n15,mpi
2089,54247253742070.15,n15,mpi
2090,49037159841947.56,n15,mpi
2091,20231832376970.1,n15,mpi
2092,14703028244579.309,n15,mpi
2093,32534567979355.164,n15,mpi
2094,38673435012278.1,n15,mpi
2095,47230740024667.21,n15,mpi
2096,39767249192893.7,n15,mpi
2097,19061643108531.86,n15,mpi
2098,37556645383920.73,n15,mpi
2099,32309245072459.547,n15,mpi
2100,15886482483672.441,n15,mpi
2031,18079567601747.215,n21,ipsl
2032,12945003590541.107,n21,ipsl
2033,8064907437067.934,n21,ipsl
2034,18101904439119.33,n21,ipsl
2035,28524106467886.95,n21,ipsl
2036,10765867676192.004,n21,ipsl
2037,26942833836724.438,n21,ipsl
2038,2260866136596.0923,n21,ipsl
2039,12399083540815.078,n21,ipsl
2040,15521884901646.984,n21,ipsl
2041,5711308882644.627,n21,ipsl
2042,13916583833363.115,n21,ipsl
2043,3302191261045.321,n21,ipsl
2044,4747695272354.145,n21,ipsl
2045,31089072377862.562,n21,ipsl
2046,37145969134359.85,n21,ipsl
2047,16877137874572.477,n21,ipsl
2048,9324743088769.523,n21,ipsl
2049,9817557883587.838,n21,ipsl
2050,18361115817352.746,n21,ipsl
2051,9541352753921.668,n21,ipsl
2052,1578407053302.8018,n21,ipsl
2053,14192705938238.324,n21,ipsl
2054,23342787657070.566,n21,ipsl
2055,9726027152903.049,n21,ipsl
2056,8414608703055.113,n21,ipsl
2057,9104704854790.355,n21,ipsl
2058,7411274108267.429,n21,ipsl
2059,32580901280293.0,n21,ipsl
2060,2379316438797.395,n21,ipsl
2061,11804615274933.48,n21,ipsl
2062,6979288219778.996,n21,ipsl
2063,12224371818625.578,n21,ipsl
2064,4523141204233.487,n21,ipsl
2065,20837329230952.87,n21,ipsl
2066,37858970453588.26,n21,ipsl
2067,6498915130326.52,n21,ipsl
2068,12181383408216.85,n21,ipsl
2069,80770045521057.48,n21,ipsl
2070,8004783790717.607,n21,ipsl
2071,4528114378095.321,n21,ipsl
2072,21378163228228.305,n21,ipsl
2073,12023087989671.68,n21,ipsl
2074,6642361110838.533,n21,ipsl
2075,14045289976862.223,n21,ipsl
2076,11941036635765.125,n21,ipsl
2077,29057954957300.336,n21,ipsl
2078,6412658244147.591,n21,ipsl
2079,13110086619557.645,n21,ipsl
2080,3396923075288.289,n21,ipsl
2081,33176334198393.887,n21,ipsl
2082,5137667529451.622,n21,ipsl
2083,14772495761823.512,n21,ipsl
2084,6002536203383.035,n21,ipsl
2085,5355721304695.0205,n21,ipsl
2086,10984884280901.2,n21,ipsl
2087,12888660055078.14,n21,ipsl
2088,6365074994342.746,n21,ipsl
2089,8313796056500.555,n21,ipsl
2090,10556460534812.457,n21,ipsl
2091,15236119443294.969,n21,ipsl
2092,4935447436469.781,n21,ipsl
2093,16786005342944.848,n21,ipsl
2094,6545502724747.797,n21,ipsl
2095,2411369100725.8604,n21,ipsl
2096,9332753536421.16,n21,ipsl
2097,11245186204615.729,n21,ipsl
2098,10435343461020.906,n21,ipsl
2099,13415857120900.316,n21,ipsl
2100,21729854372714.977,n21,ipsl
2031,13694184809906.156,n21,mpi
2032,6022317333036.41,n21,mpi
2033,20284170934099.37,n21,mpi
2034,9496719202691.803,n21,mpi
2035,75003255310846.7,n21,mpi
2036,20258334455426.973,n21,mpi
2037,8430195700651.8,n21,mpi
2038,9828757009600.45,n21,mpi
2039,8256421710185.369,n21,mpi
2040,32556704706682.32,n21,mpi
2041,25083555130357.4,n21,mpi
2042,5462809151674.819,n21,mpi
2043,34724705735785.19,n21,mpi
2044,38337035805503.55,n21,mpi
2045,21268668898032.45,n21,mpi
2046,21730576407248.734,n21,mpi
2047,11968014328303.465,n21,mpi
2048,3577955004826.2495,n21,mpi
2049,3860147476673.187,n21,mpi
2050,11692671921677.184,n21,mpi
2051,12065840500667.363,n21,mpi
2052,22294281791433.79,n21,mpi
2053,32573844335352.727,n21,mpi
2054,21870420611597.633,n21,mpi
2055,19261704285948.773,n21,mpi
2056,34721560527494.91,n21,mpi
2057,27023061537038.54,n21,mpi
2058,16036851368339.783,n21,mpi
2059,13212838496166.988,n21,mpi
2060,23397387110394.664,n21,mpi
2061,7509710388936.422,n21,mpi
2062,15174942307641.07,n21,mpi
2063,3518105135661.812,n21,mpi
2064,17792325928247.414,n21,mpi
2065,22327352586355.656,n21,mpi
2066,14308745704102.459,n21,mpi
2067,83813675787876.92,n21,mpi
2068,8375846638746.363,n21,mpi
2069,9854637812310.672,n21,mpi
2070,71785020416975.89,n21,mpi
2071,7246918050206.733,n21,mpi
2072,19198163610115.465,n21,mpi
2073,12683683311730.766,n21,mpi
2074,17706568271779.324,n21,mpi
2075,17636167692464.426,n21,mpi
2076,25172811612211.473,n21,mpi
2077,54202168253834.41,n21,mpi
2078,22003277171308.0,n21,mpi
2079,6419195524335.73,n21,mpi
2080,9417889816801.64,n21,mpi
2081,5941466803675.329,n21,mpi
2082,12068300516846.129,n21,mpi
2083,27163258695556.266,n21,mpi
2084,39471654818237.61,n21,mpi
2085,19712327256312.426,n21,mpi
2086,34222235095179.71,n21,mpi
2087,7484656487811.967,n21,mpi
2088,2139724499224.7563,n21,mpi
2089,11078568893152.867,n21,mpi
2090,11158399908738.1,n21,mpi
2091,8304601854672.852,n21,mpi
2092,4539500481720.441,n21,mpi
2093,9916055863667.186,n21,mpi
2094,15159923000813.363,n21,mpi
2095,15334379685016.295,n21,mpi
2096,7782832382165.68,n21,mpi
2097,4268026485177.6343,n21,mpi
2098,8954722162194.75,n21,mpi
2099,7377753627902.277,n21,mpi
2100,4589126076426.876,n21,mpi
2031,43151569686207.03,n15,gfdl
2032,27328362030005.633,n15,gfdl
2033,51499933099465.1,n15,gfdl
2034,120249898238626.53,n15,gfdl
2035,26331212541773.047,n15,gfdl
2036,31890488242281.195,n15,gfdl
2037,52528519717559.305,n15,gfdl
2038,62155610608450.42,n15,gfdl
2039,37449716675234.44,n15,gfdl
2040,31609962058203.836,n15,gfdl
2041,18334917213215.65,n15,gfdl
2042,36797453011979.53,n15,gfdl
2043,34678582137775.395,n15,gfdl
2044,31504503121568.273,n15,gfdl
2045,22368109226091.16,n15,gfdl
2046,19036397301832.887,n15,gfdl
2047,32057706140109.574,n15,gfdl
2048,49049573935273.6,n15,gfdl
2049,38154086789058.98,n15,gfdl
2050,31630370828336.938,n15,gfdl
2051,44088647531780.125,n15,gfdl
2052,46611764480321.484,n15,gfdl
2053,41723647524021.56,n15,gfdl
2054,25986959988543.664,n15,gfdl
2055,14393135136213.232,n15,gfdl
2056,47659790039468.484,n15,gfdl
2057,56805854040848.34,n15,gfdl
2058,28948236516020.285,n15,gfdl
2059,8415705610846.882,n15,gfdl
2060,27250545627797.375,n15,gfdl
2061,25973290702520.86,n15,gfdl
2062,19696195890029.836,n15,gfdl
2063,26429374517986.125,n15,gfdl
2064,37273089516937.8,n15,gfdl
2065,43777541978988.664,n15,gfdl
2066,40354263396668.64,n15,gfdl
2067,11770098771476.764,n15,gfdl
2068,40134989314943.62,n15,gfdl
2069,46213037712296.5,n15,gfdl
2070,23053294004509.39,n15,gfdl
2071,35901356232583.9,n15,gfdl
2072,30683460134590.15,n15,gfdl
2073,63265590839760.516,n15,gfdl
2074,15860325825582.922,n15,gfdl
2075,28273055208502.58,n15,gfdl
2076,31904356441809.14,n15,gfdl
2077,24298314772371.945,n15,gfdl
2078,78066138544291.95,n15,gfdl
2079,16582433789948.629,n15,gfdl
2080,69039695323284.67,n15,gfdl
2081,31949541792471.203,n15,gfdl
2082,63234656859300.914,n15,gfdl
2083,41729972519055.375,n15,gfdl
2084,24974437037607.22,n15,gfdl
2085,23340374656567.91,n15,gfdl
2086,37955727486120.71,n15,gfdl
2087,15191391444562.186,n15,gfdl
2088,64309284368090.06,n15,gfdl
2089,53132180561605.5,n15,gfdl
2090,34587738610811.707,n15,gfdl
2091,57918202926526.875,n15,gfdl
2092,11988278920646.555,n15,gfdl
2093,41905756599537.68,n15,gfdl
2094,51691506516740.94,n15,gfdl
2095,88488256950756.19,n15,gfdl
2096,29054468099485.855,n15,gfdl
2097,37793947140162.94,n15,gfdl
2098,23654082333338.55,n15,gfdl
2099,30969630903027.402,n15,gfdl
2100,22048667254102.805,n15,gfdl
2031,38017348879775.2,n15,mri
2032,20068379304748.207,n15,mri
2033,10394090009273.617,n15,mri
2034,16019302537223.488,n15,mri
2035,15631972753331.027,n15,mri
2036,13935576844133.447,n15,mri
2037,7436830916932.751,n15,mri
2038,11782003567315.807,n15,mri
2039,11383237356089.57,n15,mri
2040,23707258477293.37,n15,mri
2041,26777436473766.11,n15,mri
2042,19647851987255.23,n15,mri
2043,16513116821955.281,n15,mri
2044,20310793991066.406,n15,mri
2045,31172045719243.742,n15,mri
2046,18391567388372.297,n15,mri
2047,43085353237919.05,n15,mri
2048,13554708841520.074,n15,mri
2049,3190435867754.3335,n15,mri
2050,27120723731721.426,n15,mri
2051,63414563454542.484,n15,mri
2052,3521250202961.674,n15,mri
2053,14951237488886.457,n15,mri
2054,12067903319135.64,n15,mri
2055,36999684873348.34,n15,mri
2056,25557875420505.92,n15,mri
2057,9673263179520.814,n15,mri
2058,24355292820903.703,n15,mri
2059,15490105960056.154,n15,mri
2060,25930699826399.383,n15,mri
2061,19386476421923.406,n15,mri
2062,7187806531260.81,n15,mri
2063,28896671868471.305,n15,mri
2064,30126866831471.207,n15,mri
2065,19664780911982.03,n15,mri
2066,35464703462294.4,n15,mri
2067,7639067510671.014,n15,mri
2068,10655135889258.824,n15,mri
2069,34961682658439.195,n15,mri
2070,5587825223603.966,n15,mri
2071,5747992228219.318,n15,mri
2072,10903405688055.283,n15,mri
2073,11347937462799.799,n15,mri
2074,20901943691960.926,n15,mri
2075,41224480132227.25,n15,mri
2076,22065055706811.887,n15,mri
2077,6378113749014.407,n15,mri
2078,30527041138676.45,n15,mri
2079,25602173407286.21,n15,mri
2080,9145322191889.096,n15,mri
2081,4916409480084.057,n15,mri
2082,13660481731999.363,n15,mri
2083,7691177097382.645,n15,mri
2084,5329793455009.273,n15,mri
2085,10313396467317.855,n15,mri
2086,32617168078093.883,n15,mri
2087,14182587708397.906,n15,mri
2088,17300343915654.02,n15,mri
2089,17150317621592.533,n15,mri
2090,22851674054641.18,n15,mri
2091,22625003178506.047,n15,mri
2092,16089216634317.57,n15,mri
2093,36545738441218.3,n15,mri
2094,10690597726667.22,n15,mri
2095,15603959759882.406,n15,mri
2096,37821483220866.516,n15,mri
2097,21302230966674.12,n15,mri
2098,32396908030882.53,n15,mri
2099,29857003648232.137,n15,mri
2100,8826022323056.227,n15,mri
2031,97707185028040.72,n15,ukesm
2032,100647036084560.78,n15,ukesm
2033,6674710513668.0625,n15,ukesm
2034,60880466269648.24,n15,ukesm
2035,78181438211546.11,n15,ukesm
2036,77303125341688.75,n15,ukesm
2037,78799025396112.8,n15,ukesm
2038,52704182850498.16,n15,ukesm
2039,35062762266969.492,n15,ukesm
2040,99401581977611.23,n15,ukesm
2041,28419566151028.887,n15,ukesm
2042,40523890049025.8,n15,ukesm
2043,48281721162539.78,n15,ukesm
2044,50404619220637.24,n15,ukesm
2045,40926791860516.29,n15,ukesm
2046,88858212647759.55,n15,ukesm
2047,31065122150015.496,n15,ukesm
2048,45324763799422.14,n15,ukesm
2049,29171585176609.52,n15,ukesm
2050,72133341540195.58,n15,ukesm
2051,85908534979979.28,n15,ukesm
2052,34632455765518.555,n15,ukesm
2053,107816547202914.94,n15,ukesm
2054,75631901072879.62,n15,ukesm
2055,77932444024582.39,n15,ukesm
2056,105832356889415.61,n15,ukesm
2057,37294257362234.36,n15,ukesm
2058,37652697558839.58,n15,ukesm
2059,50989474328687.33,n15,ukesm
2060,44586073658723.58,n15,ukesm
2061,90391496465022.11,n15,ukesm
2062,54043265101218.67,n15,ukesm
2063,87027492793783.67,n15,ukesm
2064,32940672326425.227,n15,ukesm
2065,93250960951242.28,n15,ukesm
2066,56459023165851.89,n15,ukesm
2067,126369313176207.16,n15,ukesm
2068,33217749193079.047,n15,ukesm
2069,39666573222901.81,n15,ukesm
2070,55826421169153.32,n15,ukesm
2071,88090069411703.03,n15,ukesm
2072,38521873076754.78,n15,ukesm
2073,44059695378620.03,n15,ukesm
2074,105283255481856.1,n15,ukesm
2075,66704669299485.64,n15,ukesm
2076,98421098465307.16,n15,ukesm
2077,31460975182294.145,n15,ukesm
2078,43733486713409.39,n15,ukesm
2079,44862828669473.85,n15,ukesm
2080,122630073780377.19,n15,ukesm
2081,81044826203870.84,n15,ukesm
2082,91861393188873.75,n15,ukesm
2083,22490096476345.83,n15,ukesm
2084,32760076949423.5,n15,ukesm
2085,22893709643395.773,n15,ukesm
2086,56053676870182.21,n15,ukesm
2087,47014587580545.336,n15,ukesm
2088,41098497688136.94,n15,ukesm
2089,68219617353825.7,n15,ukesm
2090,93715485209858.52,n15,ukesm
2091,24543278124699.68,n15,ukesm
2092,130467671990397.28,n15,ukesm
2093,126329987701133.36,n15,ukesm
2094,74742538060081.52,n15,ukesm
2095,44128067539824.91,n15,ukesm
2096,39056121790593.05,n15,ukesm
2097,54588896364669.68,n15,ukesm
2098,50309533960512.92,n15,ukesm
2099,86608617503431.52,n15,ukesm
2100,78352845637564.56,n15,ukesm
2031,61220510096643.49,n15,ipsl
2032,52930763340821.83,n15,ipsl
2033,34429967383642.746,n15,ipsl
2034,53322823146073.2,n15,ipsl
2035,70449622380926.4,n15,ipsl
2036,34810331014751.977,n15,ipsl
2037,71669171917000.88,n15,ipsl
2038,18196470604245.42,n15,ipsl
2039,26109136629445.594,n15,ipsl
2040,48247060956523.03,n15,ipsl
2041,28858948985052.812,n15,ipsl
2042,46057496301095.41,n15,ipsl
2043,14706582549547.53,n15,ipsl
2044,19497310787124.258,n15,ipsl
2045,89065187790911.84,n15,ipsl
2046,77961382138213.27,n15,ipsl
2047,56070592461487.54,n15,ipsl
2048,41733122596776.66,n15,ipsl
2049,36741139714438.61,n15,ipsl
2050,52550705135299.305,n15,ipsl
2051,49080754325663.22,n15,ipsl
2052,15353064803837.812,n15,ipsl
2053,51631799774512.31,n15,ipsl
2054,66659190908895.64,n15,ipsl
2055,47349394575145.93,n15,ipsl
2056,30086075778239.855,n15,ipsl
2057,45757287036446.984,n15,ipsl
2058,40405316956653.53,n15,ipsl
2059,84409930479580.72,n15,ipsl
2060,13720196180286.697,n15,ipsl
2061,54043875515302.9,n15,ipsl
2062,45186620632383.24,n15,ipsl
2063,50340349520307.9,n15,ipsl
2064,14588246935949.809,n15,ipsl
2065,62673566536746.39,n15,ipsl
2066,100841646726876.6,n15,ipsl
2067,30848206597835.06,n15,ipsl
2068,47856816275883.9,n15,ipsl
2069,132805817801549.28,n15,ipsl
2070,26723855409263.652,n15,ipsl
2071,22796016891419.77,n15,ipsl
2072,54141661022156.695,n15,ipsl
2073,45595666268616.26,n15,ipsl
2074,21741609958667.453,n15,ipsl
2075,39766235821674.91,n15,ipsl
2076,39786373970883.84,n15,ipsl
2077,90372164611578.39,n15,ipsl
2078,21430924465959.258,n15,ipsl
2079,39149977899130.5,n15,ipsl
2080,17294249187362.795,n15,ipsl
2081,96049311450068.81,n15,ipsl
2082,25860489420484.71,n15,ipsl
2083,55162137576392.14,n15,ipsl
2084,23473436709798.484,n15,ipsl
2085,23974918598974.37,n15,ipsl
2086,27833360510667.58,n15,ipsl
2087,55298746662772.23,n15,ipsl
2088,21378859313274.31,n15,ipsl
2089,26585910826193.742,n15,ipsl
2090,41934662265529.69,n15,ipsl
2091,65438609924505.11,n15,ipsl
2092,19449576960296.055,n15,ipsl
2093,56596727004405.08,n15,ipsl
2094,19476849200970.785,n15,ipsl
2095,14811748961920.004,n15,ipsl
2096,48990434684002.375,n15,ipsl
2097,42921330767299.375,n15,ipsl
2098,38229474862189.6,n15,ipsl
2099,58511776300124.28,n15,ipsl
2100,45154738661309.03,n15,ipsl
2031,7485275400559.43,n21,gfdl
2032,7586021913603.727,n21,gfdl
2033,12200603941090.836,n21,gfdl
2034,42150307267187.63,n21,gfdl
2035,6157743230971.082,n21,gfdl
2036,7493596751690.084,n21,gfdl
2037,18104702821042.25,n21,gfdl
2038,16639613784493.746,n21,gfdl
2039,9214478695950.14,n21,gfdl
2040,6281353780443.763,n21,gfdl
2041,7003669689370.203,n21,gfdl
2042,10139631874491.717,n21,gfdl
2043,6626335521034.881,n21,gfdl
2044,10894240861236.623,n21,gfdl
2045,6862676594698.08,n21,gfdl
2046,3378848572009.0366,n21,gfdl
2047,11990578315264.658,n21,gfdl
2048,14433865101600.973,n21,gfdl
2049,13951510988922.988,n21,gfdl
2050,7911453699788.922,n21,gfdl
2051,11149797213443.219,n21,gfdl
2052,10425288228376.574,n21,gfdl
2053,21325187822913.72,n21,gfdl
2054,6615342878568.866,n21,gfdl
2055,1942786975614.079,n21,gfdl
2056,17948259101859.457,n21,gfdl
2057,13291295353010.475,n21,gfdl
2058,3556157791151.455,n21,gfdl
2059,1925397663592.0776,n21,gfdl
2060,7196966817067.611,n21,gfdl
2061,3832571976145.8066,n21,gfdl
2062,3767748827418.088,n21,gfdl
2063,6254305604408.838,n21,gfdl
2064,11003754549996.453,n21,gfdl
2065,12277703618622.873,n21,gfdl
2066,10493530710160.676,n21,gfdl
2067,2195981915786.0986,n21,gfdl
2068,9571489386953.535,n21,gfdl
2069,16958099205702.023,n21,gfdl
2070,6209788358947.121,n21,gfdl
2071,6540909767091.825,n21,gfdl
2072,6992879744053.5205,n21,gfdl
2073,12316630314048.01,n21,gfdl
2074,1848578418434.215,n21,gfdl
2075,5356154370566.1045,n21,gfdl
2076,7973809706950.98,n21,gfdl
2077,8082116398159.729,n21,gfdl
2078,25556848903870.47,n21,gfdl
2079,4165254188908.436,n21,gfdl
2080,30096417912935.54,n21,gfdl
2081,6453039562623.376,n21,gfdl
2082,25257667832612.535,n21,gfdl
2083,11893037227068.322,n21,gfdl
2084,7426363589704.204,n21,gfdl
2085,5505858760530.056,n21,gfdl
2086,5595445833908.047,n21,gfdl
2087,5664861067386.076,n21,gfdl
2088,19650065691173.57,n21,gfdl
2089,9390952416514.951,n21,gfdl
2090,10046638981568.613,n21,gfdl
2091,18628209732093.58,n21,gfdl
2092,3457252694876.213,n21,gfdl
2093,12765727891686.219,n21,gfdl
2094,15162182957064.283,n21,gfdl
2095,33372180475545.79,n21,gfdl
2096,2732532260757.8745,n21,gfdl
2097,7424467001525.021,n21,gfdl
2098,5364540407006.47,n21,gfdl
2099,9499594211416.076,n21,gfdl
2100,7808336721109.837,n21,gfdl
