year,area,threshold,model
2044,480148742138.2037,n15,ipsl
2045,2153849326444.6323,n15,ipsl
2046,1620483137967.575,n15,ipsl
2047,1248345081323.3633,n15,ipsl
2048,1165709824004.5088,n15,ipsl
2049,1012374481181.7709,n15,ipsl
2050,1220071692176.0208,n15,ipsl
2051,1277940269675.0273,n15,ipsl
2052,326603733635.4875,n15,ipsl
2053,1200126104619.2988,n15,ipsl
2054,1640580450266.349,n15,ipsl
2055,1118009340479.9856,n15,ipsl
2056,679559439040.9434,n15,ipsl
2057,1102584493106.9824,n15,ipsl
2058,984183156839.3298,n15,ipsl
2059,1984461401316.0244,n15,ipsl
2060,379950407871.6726,n15,ipsl
2061,1267363990575.477,n15,ipsl
2062,1006108359372.3533,n15,ipsl
2063,1327573736510.7988,n15,ipsl
2064,402071226581.60315,n15,ipsl
2065,1399213259787.0295,n15,ipsl
2066,2442426275168.9756,n15,ipsl
2067,794986729295.7959,n15,ipsl
2068,1106396303409.842,n15,ipsl
2069,2971859007557.7505,n15,ipsl
2070,734521577045.8262,n15,ipsl
2071,521684437856.1018,n15,ipsl
2072,1154213753990.5854,n15,ipsl
2073,1140820615690.5999,n15,ipsl
2074,567382207320.7241,n15,ipsl
2075,944530447748.6633,n15,ipsl
2076,1084041643691.9171,n15,ipsl
2077,1897098042170.7217,n15,ipsl
2078,495301909162.26746,n15,ipsl
2079,1076494818076.209,n15,ipsl
2080,464734831032.75336,n15,ipsl
2081,2213384383126.3613,n15,ipsl
2082,561788613573.1053,n15,ipsl
2083,1203525524923.1338,n15,ipsl
2084,633219616342.341,n15,ipsl
2085,612985135310.5396,n15,ipsl
2086,710009270231.5793,n15,ipsl
2087,1037764871924.5605,n15,ipsl
2088,557585490189.7028,n15,ipsl
2089,659249599821.2607,n15,ipsl
2090,809071810830.8677,n15,ipsl
2091,1606214717969.788,n15,ipsl
2092,472464083744.0488,n15,ipsl
2093,1491939127618.9954,n15,ipsl
2094,447207790641.1552,n15,ipsl
2095,301171375723.5894,n15,ipsl
2096,1140115988050.5527,n15,ipsl
2097,872586916108.2904,n15,ipsl
2098,870720029477.2439,n15,ipsl
2099,1240737813829.7036,n15,ipsl
2100,1187477896980.9438,n15,ipsl
2031,901167825303.0283,n15,gfdl
2032,636433013887.7325,n15,gfdl
2033,1239346445984.4778,n15,gfdl
2034,2569627492655.4727,n15,gfdl
2035,545261963675.02234,n15,gfdl
2036,823141343508.1345,n15,gfdl
2037,1138849143786.9446,n15,gfdl
2038,1519122465577.7085,n15,gfdl
2039,1046737222656.6252,n15,gfdl
2040,749628813652.9963,n15,gfdl
2041,488929701558.848,n15,gfdl
2042,806709057798.3329,n15,gfdl
2043,914117531383.5842,n15,gfdl
2044,676192909030.6199,n15,gfdl
2045,629553817629.377,n15,gfdl
2046,413149808419.32654,n15,gfdl
2047,793534855893.2638,n15,gfdl
2048,1259864979433.1013,n15,gfdl
2049,1033095925522.6667,n15,gfdl
2050,662455482617.8042,n15,gfdl
2051,1181371456333.3008,n15,gfdl
2052,1125224587441.619,n15,gfdl
2053,948415606670.7363,n15,gfdl
2054,572292993146.0181,n15,gfdl
2055,380296365520.6934,n15,gfdl
2056,1399652910832.8782,n15,gfdl
2057,1320440433765.605,n15,gfdl
2058,738681197922.6692,n15,gfdl
2059,230690375904.01306,n15,gfdl
2060,725661901062.0933,n15,gfdl
2061,709805050943.967,n15,gfdl
2062,452381431198.18713,n15,gfdl
2063,637503112276.9679,n15,gfdl
2064,897237695414.9172,n15,gfdl
2065,1263586787530.251,n15,gfdl
2066,886862758517.0918,n15,gfdl
2067,410773418956.99304,n15,gfdl
2068,1072540485187.2906,n15,gfdl
2069,1202855106511.7053,n15,gfdl
2070,554483761121.1843,n15,gfdl
2071,901526721569.7516,n15,gfdl
2072,769118284644.4763,n15,gfdl
2073,1520827216682.3708,n15,gfdl
2074,375950466418.62195,n15,gfdl
2075,693829609981.6099,n15,gfdl
2076,835081485037.258,n15,gfdl
2077,532973611355.98785,n15,gfdl
2078,1908583006452.2832,n15,gfdl
2079,457308754422.1507,n15,gfdl
2080,1426539591819.014,n15,gfdl
2081,905293324873.8359,n15,gfdl
2082,1417701075387.4824,n15,gfdl
2083,1041786858087.72,n15,gfdl
2084,634608168146.19,n15,gfdl
2085,693393811908.702,n15,gfdl
2086,870743052250.7351,n15,gfdl
2087,365809383998.7202,n15,gfdl
2088,1380045923215.6704,n15,gfdl
2089,1366235975726.109,n15,gfdl
2090,1040044265276.1398,n15,gfdl
2091,1626977164537.079,n15,gfdl
2092,363140474889.61884,n15,gfdl
2093,1097134540190.007,n15,gfdl
2094,991081431824.1943,n15,gfdl
2095,2069219778627.9253,n15,gfdl
2096,621994379272.1486,n15,gfdl
2097,868805459927.0061,n15,gfdl
2098,632239065127.5057,n15,gfdl
2099,707278950345.7756,n15,gfdl
2100,464798329335.16125,n15,gfdl
2031,277881389148.7661,n21,mpi
2032,162608753170.19128,n21,mpi
2033,524275637603.9658,n21,mpi
2034,337201738649.165,n21,mpi
2035,1343644213036.346,n21,mpi
2036,456203933152.6054,n21,mpi
2037,213699332087.77127,n21,mpi
2038,257678717281.7871,n21,mpi
2039,237634447008.17133,n21,mpi
2040,867506822722.867,n21,mpi
2041,835637803970.6038,n21,mpi
2042,150096227661.7617,n21,mpi
2043,740393100612.1697,n21,mpi
2044,773767440539.8337,n21,mpi
2045,451770276857.69507,n21,mpi
2046,540403618166.334,n21,mpi
2047,258880667772.15335,n21,mpi
2048,107428965527.08002,n21,mpi
2049,106420942542.68263,n21,mpi
2050,264188313851.88077,n21,mpi
2051,230642165222.83813,n21,mpi
2052,533451251037.39856,n21,mpi
2053,652472189627.7439,n21,mpi
2054,571973423828.2642,n21,mpi
2055,554399481474.8225,n21,mpi
2056,914670378858.3108,n21,mpi
2057,650048239314.0115,n21,mpi
2058,438256745573.62604,n21,mpi
2059,302669605640.319,n21,mpi
2060,551205312827.6555,n21,mpi
2061,196042212218.8676,n21,mpi
2062,399038535922.36487,n21,mpi
2063,108905322270.83661,n21,mpi
2064,433210438427.1218,n21,mpi
2065,599805374392.3662,n21,mpi
2066,286321396002.987,n21,mpi
2067,1689347937108.7532,n21,mpi
2068,169519004465.0816,n21,mpi
2069,308258677164.89667,n21,mpi
2070,1684210013024.2664,n21,mpi
2071,250930632400.75574,n21,mpi
2072,394223648793.05646,n21,mpi
2073,334099077089.13385,n21,mpi
2074,458066638433.458,n21,mpi
2075,478661196299.5847,n21,mpi
2076,612867088094.7751,n21,mpi
2077,986223605760.5828,n21,mpi
2078,530794820221.10913,n21,mpi
2079,196134449031.96228,n21,mpi
2080,232196104244.5071,n21,mpi
2081,180776615064.16086,n21,mpi
2082,300710624226.7195,n21,mpi
2083,540408471694.1835,n21,mpi
2084,867673594269.5566,n21,mpi
2085,431493357458.0576,n21,mpi
2086,728386920900.1772,n21,mpi
2087,238728654459.0448,n21,mpi
2088,89656821606.46658,n21,mpi
2089,303934287136.4583,n21,mpi
2090,405471399776.835,n21,mpi
2091,193798293542.58716,n21,mpi
2092,114176575803.59256,n21,mpi
2093,243583262198.897,n21,mpi
2094,410879938820.1678,n21,mpi
2095,395093736495.1561,n21,mpi
2096,266038972825.53735,n21,mpi
2097,128338282197.50484,n21,mpi
2098,235735339407.50824,n21,mpi
2099,204029728281.67426,n21,mpi
2100,130445179785.1119,n21,mpi
2031,392425241645.3082,n21,ipsl
2032,391386772415.76575,n21,ipsl
2033,204830452133.70474,n21,ipsl
2034,511047030868.8532,n21,ipsl
2035,667015936649.542,n21,ipsl
2036,335618078446.5748,n21,ipsl
2037,714790176802.0076,n21,ipsl
2038,67350326756.52854,n21,ipsl
2039,268985166225.5267,n21,ipsl
2040,407963896587.21466,n21,ipsl
2041,208180999982.74152,n21,ipsl
2042,309404470855.5097,n21,ipsl
2043,105563718135.86853,n21,ipsl
2044,124445100455.13237,n21,ipsl
2045,802534009813.2953,n21,ipsl
2046,738670205935.1378,n21,ipsl
2047,412921567410.32043,n21,ipsl
2048,291003297235.28,n21,ipsl
2049,305753712682.0284,n21,ipsl
2050,420564728435.26196,n21,ipsl
2051,300671906168.86316,n21,ipsl
2052,43402448700.29812,n21,ipsl
2053,328394335352.5382,n21,ipsl
2054,631684848830.1666,n21,ipsl
2055,296215310071.2322,n21,ipsl
2056,182719072418.65955,n21,ipsl
2057,243492495862.3244,n21,ipsl
2058,232326415605.5896,n21,ipsl
2059,835877731507.5896,n21,ipsl
2060,74219785174.64732,n21,ipsl
2061,300432248106.0251,n21,ipsl
2062,179862730248.96857,n21,ipsl
2063,399139939920.65424,n21,ipsl
2064,129523819422.47523,n21,ipsl
2065,441892574371.593,n21,ipsl
2066,951396457754.111,n21,ipsl
2067,205379578403.71954,n21,ipsl
2068,306960622589.9425,n21,ipsl
2069,1862884348305.6064,n21,ipsl
2070,224030515851.02136,n21,ipsl
2071,127042477586.1129,n21,ipsl
2072,465451916441.8557,n21,ipsl
2073,318284436950.4813,n21,ipsl
2074,199191838401.27505,n21,ipsl
2075,369748262055.2467,n21,ipsl
2076,321529046141.64087,n21,ipsl
2077,627345807838.1349,n21,ipsl
2078,162649509535.06113,n21,ipsl
2079,369039961163.01514,n21,ipsl
2080,82451675990.48315,n21,ipsl
2081,901453275917.4951,n21,ipsl
2082,118024725458.79619,n21,ipsl
2083,366965945435.9076,n21,ipsl
2084,170401864310.1222,n21,ipsl
2085,148657521852.8652,n21,ipsl
2086,274863472442.09024,n21,ipsl
2087,229111792425.8829,n21,ipsl
2088,183119505356.01004,n21,ipsl
2089,236839493345.81644,n21,ipsl
2090,225088422139.43372,n21,ipsl
2091,429488400014.55237,n21,ipsl
2092,140489021003.79688,n21,ipsl
2093,516790982369.5322,n21,ipsl
2094,168795624061.77225,n21,ipsl
2095,52196201363.57742,n21,ipsl
2096,226089844429.5214,n21,ipsl
2097,247465811707.57028,n21,ipsl
2098,252580744413.33356,n21,ipsl
2099,285677341871.33356,n21,ipsl
2100,577644348028.4518,n21,ipsl
2031,850245108576.8528,n15,mri
2032,443505230339.1095,n15,mri
2033,280876590108.30835,n15,mri
2034,389742780886.86206,n15,mri
2035,369641637826.69214,n15,mri
2036,339409893198.43915,n15,mri
2037,190887062148.95148,n15,mri
2038,265076334586.7713,n15,mri
2039,362271876128.3996,n15,mri
2040,498268457962.9549,n15,mri
2041,814880670125.0732,n15,mri
2042,501231981203.13696,n15,mri
2043,436203180864.89307,n15,mri
2044,504969096030.4375,n15,mri
2045,835549100105.2913,n15,mri
2046,527513298362.91956,n15,mri
2047,921955115290.0901,n15,mri
2048,307753280000.9337,n15,mri
2049,90253471612.03738,n15,mri
2050,573844368740.4673,n15,mri
2051,1163389475950.3472,n15,mri
2052,90942907262.91864,n15,mri
2053,415099319121.48535,n15,mri
2054,243247379647.4619,n15,mri
2055,768094652245.8298,n15,mri
2056,640789246375.2423,n15,mri
2057,206349907916.35236,n15,mri
2058,537395387054.5126,n15,mri
2059,389518281065.45325,n15,mri
2060,567451941859.2605,n15,mri
2061,409276924919.8644,n15,mri
2062,235478364418.34885,n15,mri
2063,683340573846.7374,n15,mri
2064,557581730501.0214,n15,mri
2065,465988064758.85583,n15,mri
2066,780250078219.943,n15,mri
2067,182384995096.1688,n15,mri
2068,285754418936.6527,n15,mri
2069,829297164813.6814,n15,mri
2070,145332505539.2704,n15,mri
2071,141647868883.89404,n15,mri
2072,292622860758.4118,n15,mri
2073,267988695140.61853,n15,mri
2074,382299096657.6787,n15,mri
2075,1016888054371.8395,n15,mri
2076,563588118043.2559,n15,mri
2077,176416317905.90277,n15,mri
2078,786514822591.2544,n15,mri
2079,579616359706.3579,n15,mri
2080,227388636349.92426,n15,mri
2081,121982025626.61652,n15,mri
2082,288877386192.1304,n15,mri
2083,221344906378.23956,n15,mri
2084,170746220726.43292,n15,mri
2085,226137935391.7724,n15,mri
2086,768211275226.9529,n15,mri
2087,335239277366.87805,n15,mri
2088,608778453129.3914,n15,mri
2089,442069526367.2013,n15,mri
2090,603066239065.6909,n15,mri
2091,543291347950.4678,n15,mri
2092,433071234205.0051,n15,mri
2093,915046789014.1194,n15,mri
2094,252352619257.94452,n15,mri
2095,439425877161.9042,n15,mri
2096,731345455332.7526,n15,mri
2097,563809925195.2151,n15,mri
2098,844021350111.3655,n15,mri
2099,724599999647.6881,n15,mri
2100,236031321802.4234,n15,mri
2031,179982445426.44037,n21,gfdl
2032,177323476761.79272,n21,gfdl
2033,291372952479.31824,n21,gfdl
2034,1003018709762.6875,n21,gfdl
2035,123270484731.60295,n21,gfdl
2036,216450424770.6666,n21,gfdl
2037,344785086614.73157,n21,gfdl
2038,411478890997.21173,n21,gfdl
2039,291649071488.58856,n21,gfdl
2040,163688990810.91104,n21,gfdl
2041,207667107412.07214,n21,gfdl
2042,262601770517.8369,n21,gfdl
2043,213653566679.8435,n21,gfdl
2044,233285918638.2823,n21,gfdl
2045,194054055774.836,n21,gfdl
2046,103061169871.15393,n21,gfdl
2047,305010422388.5281,n21,gfdl
2048,385530873006.8632,n21,gfdl
2049,400872018438.49207,n21,gfdl
2050,197293442078.7908,n21,gfdl
2051,312267885059.22205,n21,gfdl
2052,278081294661.43713,n21,gfdl
2053,487064418733.7103,n21,gfdl
2054,152117390548.08398,n21,gfdl
2055,50904567950.433525,n21,gfdl
2056,581436137114.4496,n21,gfdl
2057,354479613675.2492,n21,gfdl
2058,108394059906.39008,n21,gfdl
2059,55257460592.02072,n21,gfdl
2060,208194537883.03503,n21,gfdl
2061,120363473317.3899,n21,gfdl
2062,85219201684.40797,n21,gfdl
2063,175144522808.87222,n21,gfdl
2064,256942673265.30933,n21,gfdl
2065,374762053573.6214,n21,gfdl
2066,267439245921.8251,n21,gfdl
2067,77045180150.12476,n21,gfdl
2068,313319704476.72314,n21,gfdl
2069,448778355854.51013,n21,gfdl
2070,159879600043.77423,n21,gfdl
2071,175993554366.0346,n21,gfdl
2072,194404696842.81882,n21,gfdl
2073,381817033896.56805,n21,gfdl
2074,52283387008.69329,n21,gfdl
2075,151861771658.94034,n21,gfdl
2076,238780892056.02484,n21,gfdl
2077,179752274725.22705,n21,gfdl
2078,686700878409.4001,n21,gfdl
2079,132458811464.01675,n21,gfdl
2080,628304951728.8748,n21,gfdl
2081,196799091315.34338,n21,gfdl
2082,641567489013.1626,n21,gfdl
2083,322909168382.71857,n21,gfdl
2084,199048953818.42932,n21,gfdl
2085,145262162731.3916,n21,gfdl
2086,151988427424.03442,n21,gfdl
2087,137354194794.53339,n21,gfdl
2088,468990882581.6117,n21,gfdl
2089,263860386640.8666,n21,gfdl
2090,301548141508.297,n21,gfdl
2091,633041642229.9187,n21,gfdl
2092,90505225542.71538,n21,gfdl
2093,396204220674.53217,n21,gfdl
2094,310748696886.2658,n21,gfdl
2095,778026612524.606,n21,gfdl
2096,73757459408.03616,n21,gfdl
2097,211417416009.6864,n21,gfdl
2098,148505116332.5801,n21,gfdl
2099,213445950069.92313,n21,gfdl
2100,166175955111.7659,n21,gfdl
2031,703263503353.1066,n15,mpi
2032,617879071526.2858,n15,mpi
2033,1440096337655.9624,n15,mpi
2034,1083724069700.9607,n15,mpi
2035,2200049511492.116,n15,mpi
2036,1141536915456.0444,n15,mpi
2037,743117971507.1074,n15,mpi
2038,998945761700.0969,n15,mpi
2039,970120148992.5375,n15,mpi
2040,1913248072319.1719,n15,mpi
2041,1694352764088.1807,n15,mpi
2042,452119218085.11926,n15,mpi
2043,1825291542000.647,n15,mpi
2044,1844413391557.3184,n15,mpi
2045,1457941140348.669,n15,mpi
2046,1308370018415.8904,n15,mpi
2047,996897439028.5862,n15,mpi
2048,566550283531.8833,n15,mpi
2049,693311052119.3296,n15,mpi
2050,947280613317.7527,n15,mpi
2051,644780827422.5002,n15,mpi
2052,1491847497197.1592,n15,mpi
2053,1300338904669.2954,n15,mpi
2054,1534020868189.1868,n15,mpi
2055,1481596861631.1482,n15,mpi
2056,2278027760622.663,n15,mpi
2057,1734635709141.9922,n15,mpi
2058,983263557766.2645,n15,mpi
2059,913827132749.342,n15,mpi
2060,1720398962159.3948,n15,mpi
2061,654398706824.0015,n15,mpi
2062,1291410726967.225,n15,mpi
2063,434423063102.45435,n15,mpi
2064,1534705767071.506,n15,mpi
2065,1472454829865.2258,n15,mpi
2066,843165161942.6539,n15,mpi
2067,2800776748867.492,n15,mpi
2068,560200923883.6082,n15,mpi
2069,1124008163985.426,n15,mpi
2070,2937000055493.6187,n15,mpi
2071,943664647612.6841,n15,mpi
2072,1052102080601.5574,n15,mpi
2073,967031284096.9116,n15,mpi
2074,1416480798538.2874,n15,mpi
2075,1689431379012.4856,n15,mpi
2076,1893964566223.8398,n15,mpi
2077,1964250808410.6907,n15,mpi
2078,1175465192534.7515,n15,mpi
2079,708044671200.7048,n15,mpi
2080,836571872996.04,n15,mpi
2081,736534111545.3708,n15,mpi
2082,989182079351.2141,n15,mpi
2083,1591954631607.6753,n15,mpi
2084,1951650447486.1738,n15,mpi
2085,1069330631684.0631,n15,mpi
2086,1312358161050.2559,n15,mpi
2087,1088554206997.5479,n15,mpi
2088,384594423716.1248,n15,mpi
2089,1155242871635.864,n15,mpi
2090,1369183904629.204,n15,mpi
2091,493784582239.5931,n15,mpi
2092,376219200665.37134,n15,mpi
2093,716155483467.396,n15,mpi
2094,949475681486.4224,n15,mpi
2095,1157733017179.0,n15,mpi
2096,1011053054585.4634,n15,mpi
2097,511232452259.1811,n15,mpi
2098,821196191094.6914,n15,mpi
2099,796248319832.8019,n15,mpi
2100,423631740479.4751,n15,mpi
2031,215377023877.05112,n21,mri
2032,22727429196.274837,n21,mri
2033,84129808150.09277,n21,mri
2034,97044284627.92897,n21,mri
2035,103362648063.25829,n21,mri
2036,79825194339.81339,n21,mri
2037,53493566295.10475,n21,mri
2038,59280004890.39264,n21,mri
2039,122007289726.60583,n21,mri
2040,106958780637.21815,n21,mri
2041,186818822532.9924,n21,mri
2042,166332323556.12555,n21,mri
2043,182239934794.5017,n21,mri
2044,179031792354.70245,n21,mri
2045,377176523790.39636,n21,mri
2046,128611628170.49207,n21,mri
2047,262619027940.58987,n21,mri
2048,83882463393.87006,n21,mri
2049,4220195670.167374,n21,mri
2050,197484317350.25812,n21,mri
2051,336490536257.19965,n21,mri
2052,13327745706.571373,n21,mri
2053,86905111868.48506,n21,mri
2054,88283106707.20016,n21,mri
2055,177012978674.94934,n21,mri
2056,133576608092.24454,n21,mri
2057,36657666562.97568,n21,mri
2058,114549588865.79446,n21,mri
2059,70247620420.77191,n21,mri
2060,177236355135.7244,n21,mri
2061,69326623308.42639,n21,mri
2062,53293902311.15199,n21,mri
2063,137658110053.83463,n21,mri
2064,77345359424.28091,n21,mri
2065,100585251475.43031,n21,mri
2066,289435070857.7152,n21,mri
2067,33236301473.827522,n21,mri
2068,78573155747.79288,n21,mri
2069,223372431789.75024,n21,mri
2070,37132044803.67174,n21,mri
2071,29737325358.67254,n21,mri
2072,47387610098.95375,n21,mri
2073,100231515429.43155,n21,mri
2074,75732705314.17934,n21,mri
2075,225103678520.53235,n21,mri
2076,165276482785.29623,n21,mri
2077,58298157725.46614,n21,mri
2078,266675385679.86923,n21,mri
2079,152847625680.83466,n21,mri
2080,96066467168.34929,n21,mri
2081,32859325507.076416,n21,mri
2082,69416110659.04892,n21,mri
2083,30889998809.202843,n21,mri
2084,45685504025.64632,n21,mri
2085,57490274488.95204,n21,mri
2086,253882298363.6191,n21,mri
2087,65618710298.88753,n21,mri
2088,162270040391.16455,n21,mri
2089,118244823595.14551,n21,mri
2090,170267931312.69818,n21,mri
2091,236972258185.52335,n21,mri
2092,119982178623.02768,n21,mri
2093,447609572036.8312,n21,mri
2094,79349180586.14052,n21,mri
2095,141202576033.39093,n21,mri
2096,201148042483.3003,n21,mri
2097,124009093334.28485,n21,mri
2098,267038170172.96384,n21,mri
2099,298992247695.02234,n21,mri
2100,32220942470.257233,n21,mri
2031,2206630513033.124,n15,ukesm
2032,2323186939416.582,n15,ukesm
2033,201357111361.40543,n15,ukesm
2034,1279637327223.3794,n15,ukesm
2035,1829075890756.1304,n15,ukesm
2036,1707448253334.0347,n15,ukesm
2037,1561174538821.9492,n15,ukesm
2038,1032975446795.4346,n15,ukesm
2039,975152144067.9172,n15,ukesm
2040,1822646672706.5325,n15,ukesm
2041,834823866785.5642,n15,ukesm
2042,1176963524900.9263,n15,ukesm
2043,1098821617432.6287,n15,ukesm
2044,1317509424364.4375,n15,ukesm
2045,1232902584135.1875,n15,ukesm
2046,2206540122763.4126,n15,ukesm
2047,665143635611.9299,n15,ukesm
2048,1006546017637.1389,n15,ukesm
2049,796743505139.7979,n15,ukesm
2050,1800845004594.1382,n15,ukesm
2051,2076925653786.4763,n15,ukesm
2052,849601135636.2128,n15,ukesm
2053,2354190774327.602,n15,ukesm
2054,1442745768304.6487,n15,ukesm
2055,1536362333617.9114,n15,ukesm
2056,2486237094593.4014,n15,ukesm
2057,1075625762960.1221,n15,ukesm
2058,878784377298.2714,n15,ukesm
2059,1228685302004.077,n15,ukesm
2060,1143794737974.2603,n15,ukesm
2061,1980048426698.7256,n15,ukesm
2062,1077522018468.9386,n15,ukesm
2063,1790323478213.8494,n15,ukesm
2064,900549109260.1462,n15,ukesm
2065,1928344456912.0032,n15,ukesm
2066,1140415139134.6772,n15,ukesm
2067,2801198198507.5684,n15,ukesm
2068,894833033559.6069,n15,ukesm
2069,1050366145923.316,n15,ukesm
2070,1305675232904.462,n15,ukesm
2071,2055782633567.6484,n15,ukesm
2072,986855218290.6748,n15,ukesm
2073,862413632178.1348,n15,ukesm
2074,2432820348692.796,n15,ukesm
2075,1616322085210.1606,n15,ukesm
2076,2417342266608.5083,n15,ukesm
2077,876375030421.1747,n15,ukesm
2078,1023818119425.5671,n15,ukesm
2079,1067967104864.2657,n15,ukesm
2080,2669703451740.968,n15,ukesm
2081,1951363999386.1133,n15,ukesm
2082,1919862753658.1694,n15,ukesm
2083,548051683608.18567,n15,ukesm
2084,1081690584273.6163,n15,ukesm
2085,678417127715.8142,n15,ukesm
2086,1327674183282.0535,n15,ukesm
2087,1221091332315.2122,n15,ukesm
2088,1149999170706.629,n15,ukesm
2089,1588216053069.234,n15,ukesm
2090,1980135928748.1106,n15,ukesm
2091,517349510063.7666,n15,ukesm
2092,2979308628924.0625,n15,ukesm
2093,2599684264785.484,n15,ukesm
2094,1831259864271.469,n15,ukesm
2095,972502362592.9236,n15,ukesm
2096,896871170144.7954,n15,ukesm
2097,1086902972907.6067,n15,ukesm
2098,1059697797157.2101,n15,ukesm
2099,1786963518530.889,n15,ukesm
2100,1791925124945.6877,n15,ukesm
